Tuned time [Ma],Foram bent [#] (ISOBENbinned_d13Ccount),Foram bent δ13C [‰ PDB] (ISOBENbinned_d13C),13C_binned_interp,Foram bent [#] (ISOBENbinned_d18Ocount),Foram bent δ18O [‰ PDB] (ISOBENbinned_d18O),18O_binned_interp,13C_LOESSsmooth,18O_LOESSsmooth,Comment (error),13C_LOESSsmoothLongTerm),18O_LOESSsmoothLongTerm,Comment (ISOBENLOESSsmooth_pts)
35.255,0,,0.854,0,,1.555,0.854,1.555,5pts smooth,0.76414359,1.5215745,250pts smooth
35.26,1,0.86,0.86,1,1.56,1.56,0.85,1.548,5pts smooth,0.76755714,1.5230867,250pts smooth
35.265,0,,0.825,0,,1.518,0.825,1.518,5pts smooth,0.77094471,1.5245168,250pts smooth
35.27,0,,0.79,0,,1.476,0.79,1.476,5pts smooth,0.77427995,1.525842,250pts smooth
35.275,0,,0.755,0,,1.434,0.755,1.434,5pts smooth,0.77753645,1.5270389,250pts smooth
35.28,0,,0.72,0,,1.392,0.715,1.383,5pts smooth,0.78068769,1.5280844,250pts smooth
35.285,2,0.685,0.685,2,1.35,1.35,0.685,1.35,5pts smooth,0.78370738,1.5289553,250pts smooth
35.29,0,,0.692,0,,1.384,0.692,1.384,5pts smooth,0.78656912,1.5296285,250pts smooth
35.295,0,,0.699,0,,1.419,0.699,1.419,5pts smooth,0.78924644,1.5300809,250pts smooth
35.3,0,,0.706,0,,1.453,0.706,1.453,5pts smooth,0.79171294,1.5302892,250pts smooth
35.305,0,,0.714,0,,1.487,0.714,1.487,5pts smooth,0.79394227,1.5302303,250pts smooth
35.31,0,,0.721,0,,1.521,0.721,1.521,5pts smooth,0.79590791,1.529881,250pts smooth
35.315,0,,0.728,0,,1.556,0.728,1.556,5pts smooth,0.79758358,1.5292183,250pts smooth
35.32,2,0.735,0.735,2,1.59,1.59,0.735,1.59,5pts smooth,0.79894286,1.5282189,250pts smooth
35.325,0,,0.745,0,,1.568,0.745,1.575,5pts smooth,0.80020392,1.5269394,250pts smooth
35.33,0,,0.755,0,,1.547,0.755,1.547,5pts smooth,0.8015942,1.5254598,250pts smooth
35.335,2,0.765,0.765,2,1.525,1.525,0.751,1.535,5pts smooth,0.80310071,1.5237919,250pts smooth
35.34,0,,0.72,0,,1.542,0.72,1.542,5pts smooth,0.80471063,1.521948,250pts smooth
35.345,0,,0.675,0,,1.559,0.675,1.559,5pts smooth,0.80641097,1.51994,250pts smooth
35.35,0,,0.63,0,,1.576,0.63,1.576,5pts smooth,0.80818897,1.5177798,250pts smooth
35.355,0,,0.585,0,,1.593,0.585,1.593,5pts smooth,0.81003171,1.5154796,250pts smooth
35.36,1,0.54,0.54,1,1.61,1.61,0.554,1.603,5pts smooth,0.81192625,1.513051,250pts smooth
35.365,0,,0.55,0,,1.6,0.55,1.6,5pts smooth,0.81385976,1.5105065,250pts smooth
35.37,0,,0.56,0,,1.59,0.56,1.59,5pts smooth,0.81581932,1.5078578,250pts smooth
35.375,0,,0.57,0,,1.58,0.57,1.58,5pts smooth,0.81779212,1.5051168,250pts smooth
35.38,0,,0.58,0,,1.57,0.58,1.57,5pts smooth,0.81976515,1.5022959,250pts smooth
35.385,0,,0.59,0,,1.56,0.59,1.56,5pts smooth,0.82172561,1.4994067,250pts smooth
35.39,0,,0.6,0,,1.55,0.6,1.55,5pts smooth,0.82366055,1.4964614,250pts smooth
35.395,0,,0.61,0,,1.54,0.61,1.54,5pts smooth,0.82555717,1.4934719,250pts smooth
35.4,0,,0.62,0,,1.53,0.616,1.53,5pts smooth,0.82740253,1.4904503,250pts smooth
35.405,1,0.63,0.63,1,1.52,1.52,0.63,1.52,5pts smooth,0.8291837,1.4874084,250pts smooth
35.41,0,,0.67,0,,1.51,0.666,1.51,5pts smooth,0.83088791,1.4843584,250pts smooth
35.415,0,,0.71,0,,1.5,0.71,1.5,5pts smooth,0.83250219,1.4813123,250pts smooth
35.42,0,,0.75,0,,1.49,0.75,1.49,5pts smooth,0.8340137,1.4782821,250pts smooth
35.425,0,,0.79,0,,1.48,0.793,1.478,5pts smooth,0.83540952,1.4752796,250pts smooth
35.43,1,0.83,0.83,1,1.47,1.47,0.83,1.47,5pts smooth,0.83667678,1.472317,250pts smooth
35.435,0,,0.847,0,,1.477,0.847,1.477,5pts smooth,0.83780253,1.4694061,250pts smooth
35.44,0,,0.863,0,,1.483,0.863,1.483,5pts smooth,0.83877403,1.4665592,250pts smooth
35.445,0,,0.88,0,,1.49,0.88,1.49,5pts smooth,0.83957827,1.463788,250pts smooth
35.45,0,,0.897,0,,1.497,0.897,1.497,5pts smooth,0.84020239,1.4611046,250pts smooth
35.455,0,,0.913,0,,1.503,0.913,1.503,5pts smooth,0.84066039,1.4581708,250pts smooth
35.46,0,,0.93,0,,1.51,0.93,1.51,5pts smooth,0.84098172,1.4546714,250pts smooth
35.465,0,,0.947,0,,1.517,0.947,1.517,5pts smooth,0.84117627,1.4506532,250pts smooth
35.47,0,,0.963,0,,1.523,0.963,1.523,5pts smooth,0.84125417,1.4461629,250pts smooth
35.475,0,,0.98,0,,1.53,0.98,1.53,5pts smooth,0.84122539,1.4412477,250pts smooth
35.48,0,,0.997,0,,1.537,0.997,1.537,5pts smooth,0.84110004,1.4359542,250pts smooth
35.485,0,,1.013,0,,1.543,1.013,1.543,5pts smooth,0.84088808,1.4303293,250pts smooth
35.49,1,1.03,1.03,1,1.55,1.55,1.025,1.545,5pts smooth,0.8405996,1.4244199,250pts smooth
35.495,0,,1.028,0,,1.539,1.028,1.539,5pts smooth,0.84024459,1.4182727,250pts smooth
35.5,0,,1.026,0,,1.529,1.026,1.529,5pts smooth,0.83983308,1.4119346,250pts smooth
35.505,0,,1.025,0,,1.518,1.025,1.519,5pts smooth,0.8393752,1.4054525,250pts smooth
35.51,0,,1.023,0,,1.508,1.023,1.508,5pts smooth,0.8388809,1.3988732,250pts smooth
35.515,0,,1.021,0,,1.497,1.021,1.497,5pts smooth,0.83836019,1.3922435,250pts smooth
35.52,0,,1.019,0,,1.486,1.019,1.486,5pts smooth,0.83782321,1.3856103,250pts smooth
35.525,0,,1.017,0,,1.476,1.017,1.476,5pts smooth,0.83727992,1.3790205,250pts smooth
35.53,0,,1.015,0,,1.465,1.015,1.466,5pts smooth,0.83674037,1.3725208,250pts smooth
35.535,0,,1.014,0,,1.455,1.014,1.455,5pts smooth,0.8362146,1.3661581,250pts smooth
35.54,0,,1.012,0,,1.444,1.012,1.444,5pts smooth,0.83571267,1.3599793,250pts smooth
35.545,0,,1.01,0,,1.433,1.01,1.433,5pts smooth,0.8352446,1.3540311,250pts smooth
35.55,0,,1.008,0,,1.423,1.008,1.423,5pts smooth,0.83482039,1.3483604,250pts smooth
35.555,0,,1.006,0,,1.412,1.006,1.412,5pts smooth,0.83445013,1.3430141,250pts smooth
35.56,0,,1.004,0,,1.401,1.004,1.401,5pts smooth,0.83414382,1.338039,250pts smooth
35.565,0,,1.003,0,,1.391,1.003,1.391,5pts smooth,0.83391154,1.333482,250pts smooth
35.57,0,,1.001,0,,1.38,1.001,1.381,5pts smooth,0.83376324,1.3293899,250pts smooth
35.575,0,,0.999,0,,1.37,0.999,1.37,5pts smooth,0.83370906,1.3258096,250pts smooth
35.58,0,,0.997,0,,1.359,0.997,1.359,5pts smooth,0.83375895,1.3227878,250pts smooth
35.585,0,,0.995,0,,1.348,0.995,1.348,5pts smooth,0.83378702,1.3199157,250pts smooth
35.59,0,,0.993,0,,1.338,0.993,1.338,5pts smooth,0.83366847,1.3167701,250pts smooth
35.595,0,,0.992,0,,1.327,0.992,1.328,5pts smooth,0.83341527,1.3133765,250pts smooth
35.6,0,,0.99,0,,1.317,0.99,1.317,5pts smooth,0.83303922,1.3097605,250pts smooth
35.605,1,0.988,0.988,1,1.306,1.306,0.987,1.322,5pts smooth,0.83255219,1.3059473,250pts smooth
35.61,0,,0.982,0,,1.359,0.982,1.359,5pts smooth,0.83196616,1.3019625,250pts smooth
35.615,1,0.977,0.977,1,1.413,1.413,0.977,1.413,5pts smooth,0.83129293,1.2978314,250pts smooth
35.62,0,,0.942,0,,1.347,0.952,1.362,5pts smooth,0.83054441,1.2935796,250pts smooth
35.625,1,0.906,0.906,1,1.282,1.282,0.906,1.282,5pts smooth,0.82973248,1.2892325,250pts smooth
35.63,1,0.819,0.819,1,1.219,1.219,0.819,1.219,5pts smooth,0.82886904,1.2848154,250pts smooth
35.635,0,,0.824,0,,1.226,0.813,1.217,5pts smooth,0.82796592,1.280354,250pts smooth
35.64,0,,0.83,0,,1.233,0.83,1.233,5pts smooth,0.82703495,1.2758737,250pts smooth
35.645,1,0.835,0.835,1,1.24,1.24,0.835,1.24,5pts smooth,0.82608819,1.2713997,250pts smooth
35.65,1,1.023,1.023,1,1.328,1.328,0.926,1.3,5pts smooth,0.82513738,1.2669576,250pts smooth
35.655,0,,0.914,0,,1.344,0.914,1.344,5pts smooth,0.82419437,1.262573,250pts smooth
35.66,1,0.804,0.804,1,1.36,1.36,0.827,1.334,5pts smooth,0.82327121,1.2582711,250pts smooth
35.665,0,,0.784,0,,1.272,0.784,1.272,5pts smooth,0.82237959,1.2540774,250pts smooth
35.67,1,0.763,0.763,1,1.184,1.184,0.772,1.207,5pts smooth,0.82153153,1.2500174,250pts smooth
35.675,1,0.765,0.765,1,1.194,1.194,0.765,1.194,5pts smooth,0.82073885,1.2461166,250pts smooth
35.68,0,,0.741,0,,1.219,0.741,1.219,5pts smooth,0.8200134,1.2424003,250pts smooth
35.685,1,0.717,0.717,1,1.243,1.243,0.724,1.282,5pts smooth,0.81936717,1.2388941,250pts smooth
35.69,0,,0.719,0,,1.423,0.719,1.423,5pts smooth,0.81881189,1.2356234,250pts smooth
35.695,1,0.72,0.72,1,1.602,1.602,0.72,1.602,5pts smooth,0.81835955,1.2326134,250pts smooth
35.7,0,,0.762,0,,1.43,0.781,1.479,5pts smooth,0.81802201,1.2298899,250pts smooth
35.705,1,0.804,0.804,1,1.259,1.259,0.804,1.259,5pts smooth,0.81781113,1.2274781,250pts smooth
35.71,1,0.65,0.65,1,1.046,1.046,0.65,1.046,5pts smooth,0.81773883,1.2254038,250pts smooth
35.715,0,,0.652,0,,1.032,0.632,1.007,5pts smooth,0.81754822,1.2235574,250pts smooth
35.72,0,,0.654,0,,1.018,0.654,1.018,5pts smooth,0.81699586,1.2218097,250pts smooth
35.725,0,,0.657,0,,1.004,0.657,1.004,5pts smooth,0.81611359,1.2201562,250pts smooth
35.73,0,,0.659,0,,0.99,0.659,0.99,5pts smooth,0.81493336,1.2185917,250pts smooth
35.735,0,,0.661,0,,0.976,0.661,0.976,5pts smooth,0.81348711,1.2171116,250pts smooth
35.74,0,,0.663,0,,0.962,0.663,0.962,5pts smooth,0.81180674,1.215711,250pts smooth
35.745,0,,0.666,0,,0.948,0.666,0.948,5pts smooth,0.80992407,1.2143852,250pts smooth
35.75,0,,0.668,0,,0.934,0.668,0.934,5pts smooth,0.8078711,1.2131293,250pts smooth
35.755,0,,0.67,0,,0.919,0.67,0.919,5pts smooth,0.80567974,1.2119384,250pts smooth
35.76,0,,0.672,0,,0.905,0.672,0.905,5pts smooth,0.80338186,1.2108078,250pts smooth
35.765,0,,0.675,0,,0.891,0.675,0.891,5pts smooth,0.80100942,1.2097328,250pts smooth
35.77,0,,0.677,0,,0.877,0.677,0.877,5pts smooth,0.79859424,1.2087083,250pts smooth
35.775,0,,0.679,0,,0.863,0.679,0.863,5pts smooth,0.79616827,1.2077297,250pts smooth
35.78,0,,0.681,0,,0.849,0.681,0.849,5pts smooth,0.79376346,1.2067921,250pts smooth
35.785,0,,0.684,0,,0.835,0.684,0.835,5pts smooth,0.7914117,1.2058908,250pts smooth
35.79,0,,0.686,0,,0.821,0.683,0.811,5pts smooth,0.78914481,1.2050208,250pts smooth
35.795,1,0.688,0.688,1,0.807,0.807,0.688,0.807,5pts smooth,0.78699487,1.2041775,250pts smooth
35.8,0,,0.711,0,,0.876,0.709,0.866,5pts smooth,0.78499365,1.2033559,250pts smooth
35.805,0,,0.735,0,,0.945,0.735,0.945,5pts smooth,0.78317308,1.2025512,250pts smooth
35.81,0,,0.758,0,,1.014,0.758,1.014,5pts smooth,0.78156507,1.2017589,250pts smooth
35.815,0,,0.782,0,,1.083,0.786,1.091,5pts smooth,0.78020161,1.2009736,250pts smooth
35.82,1,0.805,0.805,1,1.152,1.152,0.805,1.152,5pts smooth,0.77911448,1.200191,250pts smooth
35.825,0,,0.796,0,,1.156,0.796,1.156,5pts smooth,0.77833575,1.1994061,250pts smooth
35.83,0,,0.787,0,,1.16,0.787,1.16,5pts smooth,0.77789712,1.1986142,250pts smooth
35.835,0,,0.778,0,,1.163,0.778,1.163,5pts smooth,0.77783066,1.1978103,250pts smooth
35.84,0,,0.769,0,,1.167,0.769,1.167,5pts smooth,0.77816826,1.1969897,250pts smooth
35.845,0,,0.76,0,,1.171,0.76,1.171,5pts smooth,0.77857864,1.1962967,250pts smooth
35.85,0,,0.751,0,,1.175,0.751,1.175,5pts smooth,0.77872801,1.1958671,250pts smooth
35.855,0,,0.742,0,,1.179,0.742,1.179,5pts smooth,0.77864403,1.1956823,250pts smooth
35.86,0,,0.733,0,,1.183,0.733,1.183,5pts smooth,0.77835464,1.1957241,250pts smooth
35.865,0,,0.724,0,,1.186,0.724,1.186,5pts smooth,0.77788758,1.1959742,250pts smooth
35.87,0,,0.715,0,,1.19,0.715,1.19,5pts smooth,0.77727067,1.1964146,250pts smooth
35.875,1,0.706,0.706,1,1.194,1.194,0.706,1.194,5pts smooth,0.77653176,1.1970266,250pts smooth
35.88,0,,0.706,0,,1.196,0.705,1.196,5pts smooth,0.7756986,1.1977921,250pts smooth
35.885,0,,0.707,0,,1.198,0.707,1.198,5pts smooth,0.77479905,1.1986928,250pts smooth
35.89,0,,0.707,0,,1.2,0.707,1.2,5pts smooth,0.77386093,1.1997105,250pts smooth
35.895,0,,0.708,0,,1.202,0.704,1.195,5pts smooth,0.77291203,1.2008268,250pts smooth
35.9,1,0.708,0.708,1,1.204,1.204,0.708,1.204,5pts smooth,0.77198017,1.2020235,250pts smooth
35.905,0,,0.741,0,,1.264,0.741,1.264,5pts smooth,0.77109313,1.2032822,250pts smooth
35.91,1,0.773,0.773,1,1.324,1.324,0.745,1.274,5pts smooth,0.77027875,1.2045847,250pts smooth
35.915,0,,0.695,0,,1.182,0.695,1.182,5pts smooth,0.76956481,1.2059127,250pts smooth
35.92,1,0.618,0.618,1,1.04,1.04,0.707,1.156,5pts smooth,0.76897919,1.207248,250pts smooth
35.925,1,0.8,0.8,1,1.253,1.253,0.8,1.253,5pts smooth,0.76854968,1.2085721,250pts smooth
35.93,0,,0.784,0,,1.248,0.808,1.275,5pts smooth,0.76830405,1.209867,250pts smooth
35.935,0,,0.767,0,,1.242,0.767,1.242,5pts smooth,0.76827013,1.2111143,250pts smooth
35.94,0,,0.75,0,,1.237,0.75,1.237,5pts smooth,0.76847577,1.2122955,250pts smooth
35.945,0,,0.734,0,,1.231,0.734,1.231,5pts smooth,0.76894867,1.2133926,250pts smooth
35.95,0,,0.717,0,,1.226,0.717,1.226,5pts smooth,0.7697168,1.2143872,250pts smooth
35.955,1,0.701,0.701,1,1.22,1.22,0.701,1.22,5pts smooth,0.77080786,1.2152611,250pts smooth
35.96,0,,0.856,0,,1.352,0.854,1.35,5pts smooth,0.7722497,1.2159959,250pts smooth
35.965,1,1.012,1.012,1,1.484,1.484,1.012,1.484,5pts smooth,0.77407014,1.2165734,250pts smooth
35.97,0,,1.014,0,,1.492,1.014,1.492,5pts smooth,0.77629697,1.2169752,250pts smooth
35.975,0,,1.017,0,,1.5,1.017,1.5,5pts smooth,0.77892172,1.2174549,250pts smooth
35.98,0,,1.019,0,,1.507,1.019,1.507,5pts smooth,0.7819016,1.2182608,250pts smooth
35.985,0,,1.021,0,,1.515,1.021,1.515,5pts smooth,0.78521264,1.2193661,250pts smooth
35.99,0,,1.023,0,,1.523,1.023,1.523,5pts smooth,0.78883117,1.2207446,250pts smooth
35.995,0,,1.026,0,,1.531,1.026,1.531,5pts smooth,0.79273331,1.2223698,250pts smooth
36,0,,1.028,0,,1.539,1.028,1.539,5pts smooth,0.79689527,1.224215,250pts smooth
36.005,0,,1.03,0,,1.547,1.03,1.547,5pts smooth,0.80129319,1.2262541,250pts smooth
36.01,0,,1.032,0,,1.554,1.032,1.554,5pts smooth,0.80590338,1.2284604,250pts smooth
36.015,0,,1.035,0,,1.562,1.035,1.562,5pts smooth,0.81070191,1.2308075,250pts smooth
36.02,1,1.037,1.037,1,1.57,1.57,1.037,1.57,5pts smooth,0.81566501,1.233269,250pts smooth
36.025,0,,0.969,0,,1.531,0.978,1.537,5pts smooth,0.82076889,1.2358183,250pts smooth
36.03,0,,0.902,0,,1.493,0.902,1.493,5pts smooth,0.82598972,1.238429,250pts smooth
36.035,1,0.834,0.834,1,1.454,1.454,0.834,1.454,5pts smooth,0.83130366,1.2410746,250pts smooth
36.04,0,,0.822,0,,1.43,0.815,1.428,5pts smooth,0.83668697,1.2437288,250pts smooth
36.045,0,,0.81,0,,1.406,0.81,1.406,5pts smooth,0.84211576,1.2463648,250pts smooth
36.05,0,,0.798,0,,1.382,0.798,1.382,5pts smooth,0.84756625,1.2489566,250pts smooth
36.055,0,,0.786,0,,1.358,0.786,1.358,5pts smooth,0.85301465,1.2514772,250pts smooth
36.06,0,,0.774,0,,1.335,0.774,1.335,5pts smooth,0.85843712,1.2539006,250pts smooth
36.065,0,,0.762,0,,1.311,0.762,1.311,5pts smooth,0.86380988,1.2562002,250pts smooth
36.07,0,,0.75,0,,1.287,0.75,1.287,5pts smooth,0.86910915,1.2583494,250pts smooth
36.075,0,,0.738,0,,1.263,0.738,1.263,5pts smooth,0.87431103,1.2603219,250pts smooth
36.08,1,0.726,0.726,1,1.239,1.239,0.726,1.239,5pts smooth,0.87939173,1.262091,250pts smooth
36.085,0,,0.806,0,,1.323,0.805,1.329,5pts smooth,0.88432747,1.2636306,250pts smooth
36.09,1,0.885,0.885,1,1.407,1.407,0.885,1.407,5pts smooth,0.88909441,1.2649139,250pts smooth
36.095,0,,0.876,0,,1.333,0.876,1.333,5pts smooth,0.89366877,1.2659147,250pts smooth
36.1,0,,0.866,0,,1.26,0.866,1.26,5pts smooth,0.89846575,1.2668691,250pts smooth
36.105,0,,0.857,0,,1.187,0.857,1.187,5pts smooth,0.90388244,1.2680185,250pts smooth
36.11,1,0.848,0.848,1,1.113,1.113,0.844,1.132,5pts smooth,0.90986806,1.2693441,250pts smooth
36.115,0,,0.824,0,,1.116,0.824,1.116,5pts smooth,0.91637182,1.2708269,250pts smooth
36.12,0,,0.8,0,,1.119,0.8,1.119,5pts smooth,0.92334294,1.2724481,250pts smooth
36.125,0,,0.775,0,,1.123,0.775,1.123,5pts smooth,0.93073058,1.2741888,250pts smooth
36.13,0,,0.751,0,,1.126,0.751,1.126,5pts smooth,0.93848395,1.2760298,250pts smooth
36.135,0,,0.727,0,,1.129,0.727,1.129,5pts smooth,0.94655234,1.2779527,250pts smooth
36.14,0,,0.703,0,,1.132,0.703,1.132,5pts smooth,0.95488477,1.2799383,250pts smooth
36.145,0,,0.678,0,,1.136,0.678,1.136,5pts smooth,0.96343058,1.2819678,250pts smooth
36.15,0,,0.654,0,,1.139,0.642,1.137,5pts smooth,0.97213894,1.2840222,250pts smooth
36.155,1,0.63,0.63,1,1.142,1.142,0.63,1.142,5pts smooth,0.980959,1.2860826,250pts smooth
36.16,0,,0.7,0,,1.163,0.7,1.163,5pts smooth,0.98984003,1.2881304,250pts smooth
36.165,0,,0.771,0,,1.184,0.771,1.184,5pts smooth,0.99873114,1.2901464,250pts smooth
36.17,0,,0.841,0,,1.206,0.841,1.206,5pts smooth,1.0075816,1.2921116,250pts smooth
36.175,0,,0.912,0,,1.227,0.934,1.235,5pts smooth,1.0163406,1.2940075,250pts smooth
36.18,1,0.982,0.982,1,1.248,1.248,0.982,1.248,5pts smooth,1.0249574,1.2958149,250pts smooth
36.185,0,,0.875,0,,1.204,0.855,1.192,5pts smooth,1.0333811,1.297515,250pts smooth
36.19,1,0.768,0.768,1,1.16,1.16,0.768,1.16,5pts smooth,1.0415609,1.299089,250pts smooth
36.195,0,,0.996,0,,1.278,0.996,1.278,5pts smooth,1.049446,1.3005178,250pts smooth
36.2,1,1.223,1.223,1,1.396,1.396,1.164,1.36,5pts smooth,1.0569857,1.3017827,250pts smooth
36.205,0,,1.211,0,,1.371,1.211,1.371,5pts smooth,1.0641291,1.3028647,250pts smooth
36.21,0,,1.198,0,,1.347,1.198,1.347,5pts smooth,1.0708255,1.3037449,250pts smooth
36.215,1,1.186,1.186,1,1.322,1.322,1.192,1.325,5pts smooth,1.0770239,1.3044044,250pts smooth
36.22,0,,1.199,0,,1.307,1.199,1.307,5pts smooth,1.0826737,1.3048244,250pts smooth
36.225,1,1.212,1.212,1,1.291,1.291,1.212,1.291,5pts smooth,1.087724,1.3049858,250pts smooth
36.23,0,,1.208,0,,1.286,1.226,1.295,5pts smooth,1.0927234,1.3050017,250pts smooth
36.235,1,1.204,1.204,1,1.281,1.281,1.204,1.281,5pts smooth,1.0982233,1.3049954,250pts smooth
36.24,0,,1.076,0,,1.193,1.067,1.193,5pts smooth,1.1041769,1.3049636,250pts smooth
36.245,1,0.947,0.947,1,1.105,1.105,0.947,1.105,5pts smooth,1.1105373,1.3049029,250pts smooth
36.25,0,,1.01,0,,1.103,0.98,1.073,5pts smooth,1.1172576,1.3048103,250pts smooth
36.255,1,1.073,1.073,1,1.1,1.1,1.073,1.1,5pts smooth,1.1242911,1.3046821,250pts smooth
36.26,1,1.184,1.184,1,1.253,1.253,1.184,1.253,5pts smooth,1.1315908,1.3045155,250pts smooth
36.265,0,,1.188,0,,1.214,1.227,1.234,5pts smooth,1.1391102,1.3043069,250pts smooth
36.27,1,1.191,1.191,1,1.175,1.175,1.191,1.175,5pts smooth,1.1468022,1.3040531,250pts smooth
36.275,0,,0.986,0,,1.165,0.986,1.165,5pts smooth,1.1546201,1.3037508,250pts smooth
36.28,1,0.782,0.782,1,1.156,1.156,0.829,1.144,5pts smooth,1.162517,1.3033967,250pts smooth
36.285,1,0.83,0.83,1,1.141,1.141,0.83,1.141,5pts smooth,1.1704459,1.3029877,250pts smooth
36.29,0,,1.007,0,,1.208,1.007,1.208,5pts smooth,1.1783605,1.3025203,250pts smooth
36.295,1,1.184,1.184,1,1.274,1.274,0.947,1.124,5pts smooth,1.1862134,1.3019913,250pts smooth
36.3,1,0.772,0.772,1,0.974,0.974,0.772,0.974,5pts smooth,1.193958,1.3013974,250pts smooth
36.305,0,,1.082,0,,1.143,1.039,1.112,5pts smooth,1.2015476,1.3007355,250pts smooth
36.31,1,1.391,1.391,1,1.312,1.312,1.391,1.312,5pts smooth,1.2089353,1.3000021,250pts smooth
36.315,0,,1.324,0,,1.263,1.371,1.291,5pts smooth,1.2160742,1.299194,250pts smooth
36.32,0,,1.256,0,,1.215,1.256,1.215,5pts smooth,1.2229174,1.2983078,250pts smooth
36.325,1,1.189,1.189,1,1.166,1.166,1.189,1.166,5pts smooth,1.2294184,1.2973404,250pts smooth
36.33,1,1.207,1.207,1,1.133,1.133,1.207,1.165,5pts smooth,1.23553,1.2962884,250pts smooth
36.335,0,,1.265,0,,1.236,1.265,1.236,5pts smooth,1.2412056,1.2951486,250pts smooth
36.34,1,1.322,1.322,1,1.339,1.339,1.322,1.339,5pts smooth,1.2463983,1.2939178,250pts smooth
36.345,1,0.89,0.89,1,0.959,0.959,1.116,1.146,5pts smooth,1.2510613,1.2925924,250pts smooth
36.35,0,,1.117,0,,1.085,1.117,1.085,5pts smooth,1.2551477,1.2911695,250pts smooth
36.355,1,1.343,1.343,1,1.211,1.211,1.343,1.211,5pts smooth,1.2586108,1.2896456,250pts smooth
36.36,1,1.487,1.487,1,1.379,1.379,1.466,1.338,5pts smooth,1.2618078,1.2880628,250pts smooth
36.365,0,,1.507,0,,1.405,1.507,1.405,5pts smooth,1.2651161,1.2864641,250pts smooth
36.37,1,1.527,1.527,1,1.432,1.432,1.525,1.359,5pts smooth,1.2685186,1.284847,250pts smooth
36.375,1,1.512,1.512,1,1.252,1.252,1.512,1.252,5pts smooth,1.2719984,1.2832096,250pts smooth
36.38,0,,1.446,0,,1.243,1.395,1.203,5pts smooth,1.2755387,1.2815495,250pts smooth
36.385,1,1.38,1.38,1,1.235,1.235,1.38,1.235,5pts smooth,1.2791225,1.2798644,250pts smooth
36.39,1,1.774,1.774,1,1.381,1.381,1.774,1.381,5pts smooth,1.2827328,1.2781523,250pts smooth
36.395,0,,1.584,0,,1.397,1.636,1.423,5pts smooth,1.2863528,1.2764109,250pts smooth
36.4,1,1.393,1.393,1,1.413,1.413,1.393,1.413,5pts smooth,1.2899655,1.2746379,250pts smooth
36.405,1,1.365,1.365,1,1.349,1.349,1.365,1.349,5pts smooth,1.2935539,1.2728313,250pts smooth
36.41,0,,1.399,0,,1.335,1.376,1.315,5pts smooth,1.2971011,1.2709887,250pts smooth
36.415,1,1.432,1.432,1,1.32,1.32,1.432,1.32,5pts smooth,1.3005904,1.2691079,250pts smooth
36.42,1,1.588,1.588,1,1.412,1.412,1.588,1.412,5pts smooth,1.3040045,1.2671868,250pts smooth
36.425,0,,1.569,0,,1.45,1.583,1.466,5pts smooth,1.3073267,1.265223,250pts smooth
36.43,1,1.55,1.55,1,1.488,1.488,1.55,1.488,5pts smooth,1.3105401,1.2632146,250pts smooth
36.435,1,1.593,1.593,1,1.456,1.456,1.532,1.499,5pts smooth,1.3136276,1.2611591,250pts smooth
36.44,0,,1.425,0,,1.562,1.425,1.562,5pts smooth,1.3165723,1.2590543,250pts smooth
36.445,1,1.257,1.257,1,1.668,1.668,1.414,1.412,5pts smooth,1.3193574,1.2568982,250pts smooth
36.45,1,1.506,1.506,1,1.104,1.104,1.506,1.104,5pts smooth,1.3219659,1.2546883,250pts smooth
36.455,0,,1.333,0,,1.252,1.333,1.252,5pts smooth,1.3243809,1.2524227,250pts smooth
36.46,1,1.16,1.16,1,1.4,1.4,1.311,1.339,5pts smooth,1.3265854,1.2500989,250pts smooth
36.465,1,1.455,1.455,1,1.335,1.335,1.455,1.335,5pts smooth,1.3285625,1.2477149,250pts smooth
36.47,0,,1.475,0,,1.335,1.475,1.335,5pts smooth,1.3302953,1.2452683,250pts smooth
36.475,1,1.494,1.494,1,1.335,1.335,1.505,1.376,5pts smooth,1.3317668,1.2427571,250pts smooth
36.48,1,1.492,1.492,1,1.418,1.418,1.492,1.418,5pts smooth,1.3329602,1.2401789,250pts smooth
36.485,0,,1.359,0,,1.336,1.359,1.336,5pts smooth,1.3338585,1.2375317,250pts smooth
36.49,1,1.226,1.226,1,1.253,1.253,1.264,1.268,5pts smooth,1.3344285,1.2347355,250pts smooth
36.495,0,,1.246,0,,1.229,1.246,1.229,5pts smooth,1.3346622,1.231723,250pts smooth
36.5,0,,1.265,0,,1.205,1.265,1.205,5pts smooth,1.3345792,1.2285098,250pts smooth
36.505,0,,1.285,0,,1.181,1.285,1.181,5pts smooth,1.3341995,1.2251118,250pts smooth
36.51,1,1.305,1.305,1,1.157,1.157,1.305,1.188,5pts smooth,1.3335433,1.221545,250pts smooth
36.515,0,,1.324,0,,1.259,1.324,1.259,5pts smooth,1.3326303,1.2178251,250pts smooth
36.52,1,1.343,1.343,1,1.362,1.362,1.343,1.362,5pts smooth,1.3314804,1.213968,250pts smooth
36.525,0,,1.381,0,,1.37,1.379,1.382,5pts smooth,1.3301136,1.2099895,250pts smooth
36.53,0,,1.419,0,,1.377,1.419,1.377,5pts smooth,1.3285501,1.2059056,250pts smooth
