Tuned time [Ma],Foram bent [#] (ISOBENbinned_d13Ccount),Foram bent δ13C [‰ PDB] (ISOBENbinned_d13C),13C_binned_interp,Foram bent [#] (ISOBENbinned_d18Ocount),Foram bent δ18O [‰ PDB] (ISOBENbinned_d18O),18O_binned_interp,13C_LOESSsmooth,18O_LOESSsmooth,Comment (error),13C_LOESSsmoothLongTerm),18O_LOESSsmoothLongTerm,Comment (ISOBENLOESSsmooth_pts)
0.452,0,,-0.558,0,,4.78,-0.532,4.802,10pts smooth,-0.47757363,4.4537849,500pts smooth
0.454,3,-0.677,-0.677,3,4.85,4.85,-0.584,4.838,10pts smooth,-0.47705576,4.4543166,500pts smooth
0.456,1,-0.58,-0.58,1,4.96,4.96,-0.627,4.834,10pts smooth,-0.47654048,4.4548573,500pts smooth
0.458,0,,-0.617,0,,4.753,-0.65,4.722,10pts smooth,-0.47602955,4.4554067,500pts smooth
0.46,0,,-0.653,0,,4.547,-0.664,4.611,10pts smooth,-0.4755246,4.4559631,500pts smooth
0.462,1,-0.69,-0.69,1,4.34,4.34,-0.706,4.604,10pts smooth,-0.47502738,4.4565253,500pts smooth
0.464,1,-0.75,-0.75,1,4.8,4.8,-0.718,4.616,10pts smooth,-0.47453955,4.4570923,500pts smooth
0.466,2,-0.65,-0.65,2,4.745,4.745,-0.631,4.641,10pts smooth,-0.4740628,4.4576626,500pts smooth
0.468,0,,-0.52,0,,4.612,-0.485,4.648,10pts smooth,-0.47359881,4.4582353,500pts smooth
0.47,1,-0.39,-0.39,1,4.48,4.48,-0.236,4.553,10pts smooth,-0.4731493,4.4588084,500pts smooth
0.472,1,0.22,0.22,1,4.51,4.51,-0.026,4.466,10pts smooth,-0.47271594,4.4593816,500pts smooth
0.474,2,0.155,0.155,2,4.36,4.36,0.144,4.379,10pts smooth,-0.47230044,4.4599528,500pts smooth
0.476,0,,0.146,0,,4.305,0.177,4.307,10pts smooth,-0.47190449,4.4605217,500pts smooth
0.478,0,,0.137,0,,4.249,0.159,4.241,10pts smooth,-0.47152978,4.4610858,500pts smooth
0.48,0,,0.128,0,,4.194,0.134,4.202,10pts smooth,-0.47117797,4.4616451,500pts smooth
0.482,0,,0.119,0,,4.139,0.11,4.165,10pts smooth,-0.4708508,4.4621973,500pts smooth
0.484,3,0.11,0.11,3,4.083,4.083,0.137,4.096,10pts smooth,-0.47054991,4.4627419,500pts smooth
0.486,1,0.05,0.05,1,4.2,4.2,0.148,4.028,10pts smooth,-0.47027704,4.4632769,500pts smooth
0.488,2,0.305,0.305,2,3.815,3.815,0.086,3.951,10pts smooth,-0.47003388,4.4638019,500pts smooth
0.49,0,,0.024,0,,3.89,0.017,3.899,10pts smooth,-0.46982208,4.4643154,500pts smooth
0.492,4,-0.257,-0.257,4,3.965,3.965,-0.043,3.941,10pts smooth,-0.46964335,4.4648156,500pts smooth
0.494,2,-0.115,-0.115,2,3.985,3.985,-0.1,4.033,10pts smooth,-0.46949941,4.465302,500pts smooth
0.496,1,0.23,0.23,1,4.01,4.01,-0.109,4.172,10pts smooth,-0.46939191,4.4657726,500pts smooth
0.498,1,-0.43,-0.43,1,4.61,4.61,-0.098,4.298,10pts smooth,-0.46932256,4.4662271,500pts smooth
0.5,5,-0.006,-0.006,5,4.334,4.334,-0.114,4.347,10pts smooth,-0.46929309,4.4666634,500pts smooth
0.502,3,-0.12,-0.12,3,4.25,4.25,-0.119,4.368,10pts smooth,-0.4693051,4.4670801,500pts smooth
0.504,3,-0.023,-0.023,3,4.27,4.27,-0.073,4.354,10pts smooth,-0.46936035,4.4674768,500pts smooth
0.506,3,-0.073,-0.073,3,4.49,4.49,-0.008,4.33,10pts smooth,-0.46946055,4.4678521,500pts smooth
0.508,3,0.047,0.047,3,4.293,4.293,0.081,4.331,10pts smooth,-0.46960732,4.468204,500pts smooth
0.51,4,0.192,0.192,4,4.285,4.285,0.161,4.325,10pts smooth,-0.46980241,4.4685321,500pts smooth
0.512,4,0.205,0.205,4,4.31,4.31,0.187,4.297,10pts smooth,-0.47004747,4.4688344,500pts smooth
0.514,2,0.335,0.335,2,4.28,4.28,0.189,4.269,10pts smooth,-0.47034425,4.46911,500pts smooth
0.516,1,-0.11,-0.11,1,4.27,4.27,0.173,4.248,10pts smooth,-0.47069436,4.469358,500pts smooth
0.518,5,0.24,0.24,5,4.192,4.192,0.123,4.237,10pts smooth,-0.47109956,4.4695768,500pts smooth
0.52,4,0.113,0.113,4,4.28,4.28,0.037,4.243,10pts smooth,-0.47156152,4.4697647,500pts smooth
0.522,3,-0.037,-0.037,3,4.22,4.22,-0.078,4.269,10pts smooth,-0.47208193,4.4699216,500pts smooth
0.524,3,-0.467,-0.467,3,4.393,4.393,-0.278,4.319,10pts smooth,-0.47266248,4.4700451,500pts smooth
0.526,6,-0.252,-0.252,6,4.328,4.328,-0.478,4.394,10pts smooth,-0.47330484,4.4701343,500pts smooth
0.528,5,-0.778,-0.778,5,4.512,4.512,-0.604,4.515,10pts smooth,-0.47401074,4.4701886,500pts smooth
0.53,7,-0.664,-0.664,7,4.629,4.629,-0.681,4.647,10pts smooth,-0.47478187,4.4702058,500pts smooth
0.532,4,-0.63,-0.63,4,4.783,4.783,-0.654,4.773,10pts smooth,-0.47565359,4.4702182,500pts smooth
0.534,6,-0.722,-0.722,6,4.952,4.952,-0.595,4.874,10pts smooth,-0.47665754,4.4702587,500pts smooth
0.536,5,-0.456,-0.456,5,4.868,4.868,-0.533,4.909,10pts smooth,-0.47778985,4.4703259,500pts smooth
0.538,5,-0.434,-0.434,5,4.892,4.892,-0.558,4.897,10pts smooth,-0.47904661,4.4704185,500pts smooth
0.54,6,-0.567,-0.567,6,4.85,4.85,-0.591,4.853,10pts smooth,-0.4804239,4.4705358,500pts smooth
0.542,4,-0.873,-0.873,4,4.817,4.817,-0.61,4.791,10pts smooth,-0.48191783,4.4706764,500pts smooth
0.544,3,-0.487,-0.487,3,4.703,4.703,-0.612,4.716,10pts smooth,-0.48352453,4.4708395,500pts smooth
0.546,2,-0.54,-0.54,2,4.67,4.67,-0.531,4.647,10pts smooth,-0.48524004,4.471024,500pts smooth
0.548,1,-0.38,-0.38,1,4.5,4.5,-0.449,4.576,10pts smooth,-0.48706049,4.4712286,500pts smooth
0.55,3,-0.517,-0.517,3,4.493,4.493,-0.444,4.511,10pts smooth,-0.48898196,4.4714522,500pts smooth
0.552,2,-0.28,-0.28,2,4.6,4.6,-0.453,4.448,10pts smooth,-0.49100059,4.4716945,500pts smooth
0.554,1,-0.84,-0.84,1,4.22,4.22,-0.465,4.366,10pts smooth,-0.49311244,4.4719534,500pts smooth
0.556,1,0,0,1,4.31,4.31,-0.464,4.282,10pts smooth,-0.49531361,4.4722281,500pts smooth
0.558,1,-0.8,-0.8,1,4.47,4.47,-0.403,4.217,10pts smooth,-0.49760023,4.472518,500pts smooth
0.56,1,-0.17,-0.17,1,3.72,3.72,-0.328,4.182,10pts smooth,-0.49996835,4.4728212,500pts smooth
0.562,2,-0.255,-0.255,2,4.475,4.475,-0.261,4.237,10pts smooth,-0.50241411,4.4731379,500pts smooth
0.564,2,-0.21,-0.21,2,4.145,4.145,-0.191,4.281,10pts smooth,-0.5049336,4.4734659,500pts smooth
0.566,1,-0.09,-0.09,1,4.49,4.49,-0.135,4.223,10pts smooth,-0.50752288,4.4738045,500pts smooth
0.568,3,-0.233,-0.233,3,4.163,4.163,-0.093,4.128,10pts smooth,-0.51017809,4.4741526,500pts smooth
0.57,1,0.21,0.21,1,3.72,3.72,-0.035,3.96,10pts smooth,-0.51289535,4.4745092,500pts smooth
0.572,4,-0.228,-0.228,4,3.892,3.892,-0.009,3.844,10pts smooth,-0.51567072,4.4748735,500pts smooth
0.574,2,0.05,0.05,2,3.81,3.81,-0.015,3.754,10pts smooth,-0.51850027,4.4752436,500pts smooth
0.576,2,0.14,0.14,2,3.745,3.745,-0.057,3.689,10pts smooth,-0.52138013,4.4756193,500pts smooth
0.578,3,-0.46,-0.46,3,3.717,3.717,-0.138,3.688,10pts smooth,-0.52430642,4.4759994,500pts smooth
0.58,2,-0.135,-0.135,2,3.56,3.56,-0.323,3.837,10pts smooth,-0.5272752,4.4763823,500pts smooth
0.582,5,-0.366,-0.366,5,4.056,4.056,-0.524,4.04,10pts smooth,-0.53028262,4.4767671,500pts smooth
0.584,1,-0.85,-0.85,1,4.49,4.49,-0.699,4.283,10pts smooth,-0.53332472,4.4771528,500pts smooth
0.586,4,-0.873,-0.873,4,4.518,4.518,-0.803,4.514,10pts smooth,-0.53639764,4.4775391,500pts smooth
0.588,4,-0.822,-0.822,4,4.565,4.565,-0.694,4.637,10pts smooth,-0.53949744,4.4779234,500pts smooth
0.59,3,-0.477,-0.477,3,4.583,4.583,-0.518,4.688,10pts smooth,-0.54262024,4.4783058,500pts smooth
0.592,1,-0.13,-0.13,1,4.92,4.92,-0.344,4.646,10pts smooth,-0.54576218,4.4786854,500pts smooth
0.594,5,-0.33,-0.33,5,4.5,4.5,-0.195,4.565,10pts smooth,-0.54891926,4.4790602,500pts smooth
0.596,5,-0.059,-0.059,5,4.36,4.36,-0.167,4.451,10pts smooth,-0.55208766,4.4794292,500pts smooth
0.598,4,-0.352,-0.352,4,4.283,4.283,-0.19,4.338,10pts smooth,-0.55526346,4.4797921,500pts smooth
0.6,3,0.021,0.021,3,4.369,4.369,-0.243,4.315,10pts smooth,-0.55844277,4.4801474,500pts smooth
0.602,7,-0.497,-0.497,7,4.336,4.336,-0.302,4.312,10pts smooth,-0.56162167,4.480494,500pts smooth
0.604,4,-0.38,-0.38,4,4.22,4.22,-0.355,4.288,10pts smooth,-0.56479621,4.4808307,500pts smooth
0.606,4,-0.262,-0.262,4,4.312,4.312,-0.357,4.236,10pts smooth,-0.56796259,4.4811568,500pts smooth
0.608,3,-0.44,-0.44,3,4.16,4.16,-0.337,4.176,10pts smooth,-0.57111681,4.4814711,500pts smooth
0.61,4,-0.246,-0.246,4,4.035,4.035,-0.304,4.11,10pts smooth,-0.57425505,4.4817719,500pts smooth
0.612,4,-0.28,-0.28,4,4.135,4.135,-0.273,4.038,10pts smooth,-0.57737333,4.482059,500pts smooth
0.614,5,-0.182,-0.182,5,3.986,3.986,-0.234,3.933,10pts smooth,-0.58046782,4.4823313,500pts smooth
0.616,5,-0.329,-0.329,5,3.829,3.829,-0.213,3.863,10pts smooth,-0.58353454,4.4825873,500pts smooth
0.618,3,-0.213,-0.213,3,3.823,3.823,-0.247,3.902,10pts smooth,-0.58656973,4.4828262,500pts smooth
0.62,5,-0.179,-0.179,5,3.942,3.942,-0.313,4.011,10pts smooth,-0.58956933,4.4830465,500pts smooth
0.622,3,-0.473,-0.473,3,4.204,4.204,-0.41,4.216,10pts smooth,-0.59252948,4.4832478,500pts smooth
0.624,2,-0.7,-0.7,2,4.795,4.795,-0.553,4.477,10pts smooth,-0.59544635,4.483428,500pts smooth
0.626,5,-0.52,-0.52,5,4.317,4.317,-0.796,4.781,10pts smooth,-0.59831595,4.4835873,500pts smooth
0.628,3,-0.987,-0.987,3,5.26,5.26,-1.018,5.065,10pts smooth,-0.60113448,4.4837236,500pts smooth
0.63,3,-1.486,-1.486,3,5.398,5.398,-1.126,5.277,10pts smooth,-0.60389793,4.4838367,500pts smooth
0.632,4,-1.096,-1.096,4,5.388,5.388,-1.171,5.425,10pts smooth,-0.60660243,4.4839249,500pts smooth
0.634,5,-1.002,-1.002,5,5.418,5.418,-1.058,5.415,10pts smooth,-0.60924411,4.4839873,500pts smooth
0.636,4,-0.875,-0.875,4,5.313,5.313,-0.924,5.346,10pts smooth,-0.61181909,4.4840231,500pts smooth
0.638,6,-0.921,-0.921,6,5.307,5.307,-0.93,5.293,10pts smooth,-0.61432338,4.4840307,500pts smooth
0.64,6,-0.909,-0.909,6,5.22,5.22,-0.975,5.236,10pts smooth,-0.6167531,4.4840093,500pts smooth
0.642,4,-1.133,-1.133,4,5.171,5.171,-1.053,5.188,10pts smooth,-0.61910444,4.4839578,500pts smooth
0.644,6,-1.099,-1.099,6,5.175,5.175,-1.113,5.142,10pts smooth,-0.62137341,4.4838753,500pts smooth
0.646,5,-1.163,-1.163,5,5.104,5.104,-1.065,5.098,10pts smooth,-0.62355614,4.4837604,500pts smooth
0.648,6,-1.011,-1.011,6,5.028,5.028,-0.994,5.059,10pts smooth,-0.62564874,4.4836121,500pts smooth
0.65,2,-0.785,-0.785,2,5.005,5.005,-0.928,5.027,10pts smooth,-0.62764722,4.4834299,500pts smooth
0.652,4,-0.962,-0.962,4,5.056,5.056,-0.89,5,10pts smooth,-0.62954777,4.483212,500pts smooth
0.654,3,-0.837,-0.837,3,4.937,4.937,-0.979,4.973,10pts smooth,-0.63134652,4.4829574,500pts smooth
0.656,4,-1.192,-1.192,4,4.972,4.972,-1.081,4.948,10pts smooth,-0.63303947,4.4826655,500pts smooth
0.658,4,-1.045,-1.045,4,4.915,4.915,-1.091,4.921,10pts smooth,-0.63462275,4.4823351,500pts smooth
0.66,4,-1.377,-1.377,4,4.882,4.882,-1.086,4.897,10pts smooth,-0.63609254,4.4819651,500pts smooth
0.662,5,-0.77,-0.77,5,4.889,4.889,-1.084,4.882,10pts smooth,-0.63744479,4.481554,500pts smooth
0.664,3,-1.013,-1.013,3,4.9,4.9,-1.08,4.876,10pts smooth,-0.63867569,4.481101,500pts smooth
0.666,4,-1.282,-1.282,4,4.772,4.772,-1.117,4.883,10pts smooth,-0.63990235,4.480618,500pts smooth
0.668,1,-1.24,-1.24,1,5.01,5.01,-1.162,4.886,10pts smooth,-0.64124173,4.4801178,500pts smooth
0.67,6,-0.894,-0.894,6,4.886,4.886,-1.213,4.891,10pts smooth,-0.64268988,4.4796,500pts smooth
0.672,4,-1.306,-1.306,4,4.769,4.769,-1.101,4.842,10pts smooth,-0.64424288,4.4790659,500pts smooth
0.674,3,-1.183,-1.183,3,4.87,4.87,-0.952,4.771,10pts smooth,-0.64589673,4.4785151,500pts smooth
0.676,3,-0.737,-0.737,3,4.773,4.773,-0.804,4.694,10pts smooth,-0.6476475,4.4779477,500pts smooth
0.678,1,-0.33,-0.33,1,4.4,4.4,-0.697,4.631,10pts smooth,-0.64949125,4.477365,500pts smooth
0.68,3,-0.71,-0.71,3,4.68,4.68,-0.799,4.638,10pts smooth,-0.65142399,4.4767661,500pts smooth
0.682,3,-1.227,-1.227,3,4.633,4.633,-0.904,4.638,10pts smooth,-0.65344173,4.4761519,500pts smooth
0.684,3,-0.93,-0.93,3,4.71,4.71,-0.826,4.553,10pts smooth,-0.65554059,4.475523,500pts smooth
0.686,7,-0.803,-0.803,7,4.519,4.519,-0.688,4.446,10pts smooth,-0.65771657,4.4748788,500pts smooth
0.688,2,-0.03,-0.03,2,4.08,4.08,-0.446,4.323,10pts smooth,-0.65996569,4.4742208,500pts smooth
0.69,5,-0.402,-0.402,5,4.201,4.201,-0.232,4.21,10pts smooth,-0.66228402,4.4735479,500pts smooth
0.692,3,-0.342,-0.342,3,4.325,4.325,-0.266,4.182,10pts smooth,-0.66466761,4.4728613,500pts smooth
0.694,2,-0.06,-0.06,2,4.105,4.105,-0.364,4.17,10pts smooth,-0.66711247,4.4721608,500pts smooth
0.696,6,-0.48,-0.48,6,4.113,4.113,-0.429,4.104,10pts smooth,-0.66961467,4.4714475,500pts smooth
0.698,3,-0.854,-0.854,3,4.077,4.077,-0.463,4.033,10pts smooth,-0.67217022,4.4707208,500pts smooth
0.7,4,-0.282,-0.282,4,3.938,3.938,-0.376,3.985,10pts smooth,-0.67477524,4.4699817,500pts smooth
0.702,4,-0.08,-0.08,4,3.935,3.935,-0.264,3.951,10pts smooth,-0.67742568,4.4692297,500pts smooth
0.704,3,-0.251,-0.251,3,4.028,4.028,-0.187,3.94,10pts smooth,-0.68011761,4.4684658,500pts smooth
0.706,1,-0.14,-0.14,1,3.87,3.87,-0.161,3.96,10pts smooth,-0.68284708,4.4676895,500pts smooth
0.708,2,-0.159,-0.159,2,3.976,3.976,-0.235,4.023,10pts smooth,-0.68561012,4.4669023,500pts smooth
0.71,3,-0.489,-0.489,3,4.181,4.181,-0.335,4.098,10pts smooth,-0.68840277,4.4661036,500pts smooth
0.712,2,-0.4,-0.4,2,4.215,4.215,-0.425,4.169,10pts smooth,-0.69122112,4.4652934,500pts smooth
0.714,4,-0.578,-0.578,4,4.242,4.242,-0.55,4.252,10pts smooth,-0.6940611,4.4644728,500pts smooth
0.716,3,-0.402,-0.402,3,4.16,4.16,-0.769,4.346,10pts smooth,-0.6969189,4.4636421,500pts smooth
0.718,3,-1.27,-1.27,3,4.633,4.633,-0.971,4.449,10pts smooth,-0.69979048,4.462801,500pts smooth
0.72,4,-1.111,-1.111,4,4.532,4.532,-1.089,4.592,10pts smooth,-0.70267183,4.4619498,500pts smooth
0.722,5,-1.231,-1.231,5,4.672,4.672,-1.124,4.714,10pts smooth,-0.70555907,4.4610891,500pts smooth
0.724,2,-0.76,-0.76,2,4.805,4.805,-0.949,4.747,10pts smooth,-0.70844829,4.4602194,500pts smooth
0.726,6,-0.866,-0.866,6,4.787,4.787,-0.713,4.729,10pts smooth,-0.71133536,4.4593406,500pts smooth
0.728,9,-0.497,-0.497,9,4.621,4.621,-0.504,4.63,10pts smooth,-0.71421653,4.4584532,500pts smooth
0.73,7,-0.209,-0.209,7,4.494,4.494,-0.336,4.512,10pts smooth,-0.71708763,4.4575572,500pts smooth
0.732,8,-0.285,-0.285,8,4.379,4.379,-0.291,4.429,10pts smooth,-0.71994489,4.4566531,500pts smooth
0.734,6,-0.304,-0.304,6,4.382,4.382,-0.312,4.376,10pts smooth,-0.72278422,4.4557409,500pts smooth
0.736,5,-0.436,-0.436,5,4.386,4.386,-0.408,4.382,10pts smooth,-0.72560173,4.4548216,500pts smooth
0.738,5,-0.59,-0.59,5,4.422,4.422,-0.524,4.419,10pts smooth,-0.72839344,4.4538951,500pts smooth
0.74,7,-0.585,-0.585,7,4.519,4.519,-0.672,4.487,10pts smooth,-0.7311554,4.4529614,500pts smooth
0.742,6,-0.739,-0.739,6,4.47,4.47,-0.863,4.603,10pts smooth,-0.73388362,4.4520211,500pts smooth
0.744,2,-1.225,-1.225,2,4.82,4.82,-1.042,4.722,10pts smooth,-0.73657417,4.4510746,500pts smooth
0.746,4,-1.196,-1.196,4,4.781,4.781,-1.157,4.808,10pts smooth,-0.73922312,4.4501219,500pts smooth
0.748,3,-1.23,-1.23,3,4.98,4.98,-1.234,4.86,10pts smooth,-0.74182647,4.4491634,500pts smooth
0.75,4,-1.08,-1.08,4,4.725,4.725,-1.25,4.83,10pts smooth,-0.74438024,4.4481993,500pts smooth
0.752,2,-1.42,-1.42,2,4.835,4.835,-1.239,4.777,10pts smooth,-0.74688053,4.4472303,500pts smooth
0.754,4,-1.085,-1.085,4,4.656,4.656,-1.203,4.749,10pts smooth,-0.74932337,4.4462562,500pts smooth
0.756,2,-1.42,-1.42,2,4.765,4.765,-1.184,4.721,10pts smooth,-0.75170475,4.4452772,500pts smooth
0.758,4,-0.938,-0.938,4,4.706,4.706,-1.267,4.695,10pts smooth,-0.75402075,4.444294,500pts smooth
0.76,1,-1.3,-1.3,1,4.68,4.68,-1.364,4.665,10pts smooth,-0.75626743,4.4433069,500pts smooth
0.762,3,-1.685,-1.685,3,4.565,4.565,-1.468,4.62,10pts smooth,-0.75844079,4.4423161,500pts smooth
0.764,2,-1.64,-1.64,2,4.595,4.595,-1.534,4.564,10pts smooth,-0.76053691,4.4413218,500pts smooth
0.766,2,-1.266,-1.266,2,4.572,4.572,-1.452,4.506,10pts smooth,-0.76255178,4.4403243,500pts smooth
0.768,4,-1.345,-1.345,4,4.354,4.354,-1.29,4.446,10pts smooth,-0.76448154,4.4393239,500pts smooth
0.77,2,-1.23,-1.23,2,4.355,4.355,-1.069,4.385,10pts smooth,-0.76632214,4.4383206,500pts smooth
0.772,3,-0.735,-0.735,3,4.409,4.409,-0.848,4.318,10pts smooth,-0.76806962,4.4373155,500pts smooth
0.774,3,-0.513,-0.513,3,4.213,4.213,-0.685,4.232,10pts smooth,-0.76972008,4.4363079,500pts smooth
0.776,3,-0.632,-0.632,3,4.136,4.136,-0.542,4.136,10pts smooth,-0.7712695,4.4352989,500pts smooth
0.778,2,-0.585,-0.585,2,4.105,4.105,-0.442,4.04,10pts smooth,-0.77271396,4.4342885,500pts smooth
0.78,1,-0.317,-0.317,1,3.792,3.792,-0.369,3.957,10pts smooth,-0.77404952,4.4332767,500pts smooth
0.782,3,-0.187,-0.187,3,3.923,3.923,-0.276,3.887,10pts smooth,-0.77527219,4.4322643,500pts smooth
0.784,2,-0.3,-0.3,2,3.995,3.995,-0.232,3.837,10pts smooth,-0.77637798,4.431251,500pts smooth
0.786,3,-0.247,-0.247,3,3.8,3.8,-0.329,3.794,10pts smooth,-0.777363,4.4302378,500pts smooth
0.788,2,-0.456,-0.456,2,3.629,3.629,-0.478,3.806,10pts smooth,-0.77822328,4.4292245,500pts smooth
0.79,6,-0.807,-0.807,6,3.987,3.987,-0.664,3.95,10pts smooth,-0.7789548,4.4282112,500pts smooth
0.792,4,-0.73,-0.73,4,4.118,4.118,-0.861,4.173,10pts smooth,-0.77955365,4.4271989,500pts smooth
0.794,0,,-1.003,0,,4.496,-1.025,4.518,10pts smooth,-0.78001589,4.4261875,500pts smooth
0.796,2,-1.275,-1.275,2,4.875,4.875,-1.153,4.842,10pts smooth,-0.78033757,4.4251771,500pts smooth
0.798,1,-1.29,-1.29,1,5.17,5.17,-1.226,5.002,10pts smooth,-0.78052855,4.4241409,500pts smooth
0.8,2,-1.075,-1.075,2,5.07,5.07,-1.256,5.078,10pts smooth,-0.78060341,4.4230533,500pts smooth
0.802,3,-1.273,-1.273,3,4.907,4.907,-1.224,5.026,10pts smooth,-0.78056526,4.4219155,500pts smooth
0.804,3,-1.203,-1.203,3,4.94,4.94,-1.127,4.919,10pts smooth,-0.78041703,4.4207292,500pts smooth
0.806,3,-1.13,-1.13,3,4.867,4.867,-1.015,4.79,10pts smooth,-0.78016186,4.4194951,500pts smooth
0.808,3,-0.72,-0.72,3,4.657,4.657,-0.923,4.7,10pts smooth,-0.77980274,4.4182158,500pts smooth
0.81,5,-0.773,-0.773,5,4.48,4.48,-0.853,4.612,10pts smooth,-0.77934265,4.4168921,500pts smooth
0.812,5,-0.878,-0.878,5,4.666,4.666,-0.861,4.534,10pts smooth,-0.77878469,4.415525,500pts smooth
0.814,6,-1.05,-1.05,6,4.448,4.448,-0.871,4.454,10pts smooth,-0.77813184,4.4141169,500pts smooth
0.816,2,-0.906,-0.906,2,4.368,4.368,-0.796,4.341,10pts smooth,-0.7773872,4.4126687,500pts smooth
0.818,2,-0.397,-0.397,2,4.18,4.18,-0.704,4.225,10pts smooth,-0.77655369,4.4111819,500pts smooth
0.82,2,-0.773,-0.773,2,4.128,4.128,-0.628,4.122,10pts smooth,-0.77563441,4.4096584,500pts smooth
0.822,4,-0.592,-0.592,4,4.115,4.115,-0.593,4.057,10pts smooth,-0.77463239,4.4080992,500pts smooth
0.824,4,-0.465,-0.465,4,3.907,3.907,-0.663,4.089,10pts smooth,-0.77355069,4.4065061,500pts smooth
0.826,2,-0.845,-0.845,2,4.23,4.23,-0.717,4.148,10pts smooth,-0.77239227,4.40488,500pts smooth
0.828,4,-1.003,-1.003,4,4.212,4.212,-0.667,4.206,10pts smooth,-0.77116019,4.403223,500pts smooth
0.83,2,-0.305,-0.305,2,4.345,4.345,-0.603,4.249,10pts smooth,-0.76985747,4.4015365,500pts smooth
0.832,7,-0.332,-0.332,7,4.185,4.185,-0.513,4.2,10pts smooth,-0.76848716,4.3998213,500pts smooth
0.834,5,-0.689,-0.689,5,4.098,4.098,-0.43,4.15,10pts smooth,-0.76705229,4.3980794,500pts smooth
0.836,0,,-0.494,0,,4.124,-0.443,4.18,10pts smooth,-0.76555592,4.3963122,500pts smooth
0.838,2,-0.3,-0.3,2,4.15,4.15,-0.482,4.232,10pts smooth,-0.76400101,4.3945212,500pts smooth
0.84,2,-0.424,-0.424,2,4.535,4.535,-0.512,4.262,10pts smooth,-0.76239061,4.3927083,500pts smooth
0.842,1,-0.77,-0.77,1,4.11,4.11,-0.495,4.176,10pts smooth,-0.76072776,4.3908739,500pts smooth
0.844,4,-0.498,-0.498,4,4.038,4.038,-0.475,4.059,10pts smooth,-0.75901556,4.38902,500pts smooth
0.846,1,-0.31,-0.31,1,3.88,3.88,-0.44,3.93,10pts smooth,-0.75725693,4.3871484,500pts smooth
0.848,1,-0.19,-0.19,1,3.8,3.8,-0.404,3.821,10pts smooth,-0.75545496,4.3852601,500pts smooth
0.85,4,-0.722,-0.722,4,3.925,3.925,-0.41,3.805,10pts smooth,-0.75361264,4.383357,500pts smooth
0.852,2,-0.4,-0.4,2,3.655,3.655,-0.438,3.828,10pts smooth,-0.75173306,4.3814397,500pts smooth
0.854,2,-0.458,-0.458,2,3.878,3.878,-0.452,3.891,10pts smooth,-0.74981916,4.3795109,500pts smooth
0.856,2,-0.27,-0.27,2,4.085,4.085,-0.481,3.95,10pts smooth,-0.74787408,4.3775711,500pts smooth
0.858,3,-0.739,-0.739,3,3.972,3.972,-0.574,3.912,10pts smooth,-0.74590081,4.3756223,500pts smooth
0.86,0,,-0.73,0,,3.904,-0.695,3.876,10pts smooth,-0.74390233,4.3736653,500pts smooth
0.862,3,-0.72,-0.72,3,3.837,3.837,-0.804,3.89,10pts smooth,-0.74188173,4.3717022,500pts smooth
0.864,3,-0.993,-0.993,3,3.777,3.777,-0.93,3.988,10pts smooth,-0.73984206,4.3697348,500pts smooth
0.866,4,-0.993,-0.993,4,4.202,4.202,-1.136,4.313,10pts smooth,-0.73778623,4.3677635,500pts smooth
0.868,2,-1.315,-1.315,2,4.95,4.95,-1.326,4.663,10pts smooth,-0.73571742,4.3657904,500pts smooth
0.87,3,-1.647,-1.647,3,4.91,4.91,-1.4,4.93,10pts smooth,-0.73363858,4.3638167,500pts smooth
0.872,2,-1.42,-1.42,2,5.085,5.085,-1.454,5.022,10pts smooth,-0.73155272,4.3618441,500pts smooth
0.874,2,-1.255,-1.255,2,4.88,4.88,-1.48,5.032,10pts smooth,-0.72946292,4.3598742,500pts smooth
0.876,3,-1.29,-1.29,3,5.053,5.053,-1.474,4.991,10pts smooth,-0.72737217,4.3579078,500pts smooth
0.878,1,-2.1,-2.1,1,5.01,5.01,-1.454,4.928,10pts smooth,-0.72528356,4.3559475,500pts smooth
0.88,5,-1.07,-1.07,5,4.776,4.776,-1.427,4.874,10pts smooth,-0.72320008,4.3539934,500pts smooth
0.882,0,,-1.273,0,,4.811,-1.397,4.827,10pts smooth,-0.72112471,4.3520479,500pts smooth
0.884,3,-1.477,-1.477,3,4.847,4.847,-1.394,4.831,10pts smooth,-0.7190606,4.3501124,500pts smooth
0.886,0,,-1.473,0,,4.843,-1.419,4.851,10pts smooth,-0.71701068,4.3481879,500pts smooth
0.888,1,-1.47,-1.47,1,4.84,4.84,-1.487,4.871,10pts smooth,-0.71497804,4.3462763,500pts smooth
0.89,1,-1.41,-1.41,1,4.97,4.97,-1.535,4.883,10pts smooth,-0.71296567,4.3443789,500pts smooth
0.892,2,-1.71,-1.71,2,4.815,4.815,-1.567,4.871,10pts smooth,-0.7109766,4.3424969,500pts smooth
0.894,0,,-1.485,0,,4.838,-1.534,4.841,10pts smooth,-0.70901388,4.3406324,500pts smooth
0.896,1,-1.26,-1.26,1,4.86,4.86,-1.267,4.791,10pts smooth,-0.70708054,4.3387861,500pts smooth
0.898,1,-1.34,-1.34,1,4.63,4.63,-0.937,4.726,10pts smooth,-0.70517963,4.3369598,500pts smooth
0.9,4,-0.38,-0.38,4,4.66,4.66,-0.632,4.623,10pts smooth,-0.70331413,4.3351555,500pts smooth
