Core,Age,Oxygen,delW,sea_level,age_ka,sea_level_smooth
1146 Holbourn,9295,2.19,0.11,-6.76,,
1146 Holbourn,9297.1,2.39,0.31,-19.05,,
1146 Holbourn,9299.2,2.38,0.3,-18.42,,
1146 Holbourn,9301.4,2.39,0.31,-19.02,,
1146 Holbourn,9303.5,2.33,0.25,-15.32,,
1146 Holbourn,9305.6,2.45,0.37,-22.7,,
1146 Holbourn,9307.7,2.26,0.18,-11,,
1146 Holbourn,9309.9,2.28,0.2,-12.22,,
1146 Holbourn,9312,2.21,0.13,-7.9,,
1146 Holbourn,9314.1,2.25,0.17,-10.36,,
1146 Holbourn,9316.2,2.14,0.06,-3.58,,
1146 Holbourn,9318.4,2.1,0.02,-1.11,,
1146 Holbourn,9320.5,2.31,0.23,-14.02,,
1146 Holbourn,9322.6,2.36,0.28,-17.09,,
1146 Holbourn,9324.7,2.31,0.23,-14.01,,
1146 Holbourn,9326.9,2.39,0.31,-18.92,,
1146 Holbourn,9329,2.39,0.31,-18.91,,
1146 Holbourn,9331.1,2.52,0.44,-26.9,,
1146 Holbourn,9333.2,2.59,0.51,-31.2,,
1146 Holbourn,9335.3,2.51,0.43,-26.27,,
1146 Holbourn,9337.5,2.39,0.31,-18.88,,
1146 Holbourn,9339.6,2.44,0.36,-21.95,,
1146 Holbourn,9341.7,2.27,0.19,-11.48,,
1146 Holbourn,9343.8,2.39,0.31,-18.86,,
1146 Holbourn,9346,2.35,0.27,-16.39,,
1146 Holbourn,9348.1,2.3,0.22,-13.3,,
1146 Holbourn,9350.2,2.2,0.12,-7.14,,
1146 Holbourn,9352.3,2.18,0.1,-5.9,,
1146 Holbourn,9354.5,2.18,0.1,-5.89,,
1146 Holbourn,9356.6,2.27,0.19,-11.42,,
1146 Holbourn,9358.7,2.14,0.06,-3.41,,
1146 Holbourn,9360.8,2.39,0.31,-18.79,,
1146 Holbourn,9362.9,2.34,0.26,-15.7,,
1146 Holbourn,9365.1,2.32,0.24,-14.47,,
1146 Holbourn,9367.2,2.42,0.33,-20.61,,
1146 Holbourn,9369.3,2.49,0.4,-24.91,,
1146 Holbourn,9371.4,2.28,0.19,-11.98,,
1146 Holbourn,9373.6,2.5,0.41,-25.51,,
1146 Holbourn,9375.7,2.21,0.12,-7.65,,
1146 Holbourn,9377.8,2.31,0.22,-13.8,,
1146 Holbourn,9379.9,2.32,0.23,-14.41,,
1146 Holbourn,9382.1,2.17,0.08,-5.17,,
1146 Holbourn,9384.2,2.23,0.14,-8.85,,
1146 Holbourn,9386.3,2.15,0.06,-3.92,,
1146 Holbourn,9388.4,2.03,-0.06,3.47,,
1146 Holbourn,9390.5,2.17,0.08,-5.14,,
1146 Holbourn,9392.7,2.25,0.16,-10.05,,
1146 Holbourn,9394.8,2.32,0.23,-14.35,,
1146 Holbourn,9396.9,2.41,0.32,-19.88,,
1146 Holbourn,9399,2.46,0.37,-22.95,,
1146 Holbourn,9401.2,2.51,0.42,-26.02,,
1146 Holbourn,9403.3,2.35,0.26,-16.18,,
1146 Holbourn,9405.4,2.46,0.37,-22.95,,
1146 Holbourn,9407.5,2.39,0.3,-18.64,,
1146 Holbourn,9409.7,2.44,0.35,-21.71,,
1146 Holbourn,9411.8,2.54,0.45,-27.87,,
1146 Holbourn,9413.9,2.42,0.33,-20.48,,
1146 Holbourn,9416,2.46,0.37,-22.95,,
1146 Holbourn,9418.1,2.58,0.49,-30.33,,
1146 Holbourn,9420.3,2.51,0.42,-26.02,,
1146 Holbourn,9422.4,2.42,0.33,-20.48,,
1146 Holbourn,9424.5,2.34,0.25,-15.56,,
1146 Holbourn,9426.6,2.45,0.36,-22.33,,
1146 Holbourn,9428.8,2.01,-0.08,4.75,,
1146 Holbourn,9430.9,2.24,0.15,-9.41,,
1146 Holbourn,9433,2.17,0.08,-5.1,,
1146 Holbourn,9435.1,2.27,0.18,-11.25,,
1146 Holbourn,9437.3,2.22,0.13,-8.18,,
1146 Holbourn,9439.4,2.47,0.38,-23.56,,
1146 Holbourn,9441.5,2.3,0.21,-13.1,,
1146 Holbourn,9443.6,2.51,0.42,-26.02,,
1146 Holbourn,9445.7,2.39,0.3,-18.64,,
1146 Holbourn,9447.9,2.51,0.42,-26.02,,
1146 Holbourn,9450,2.59,0.5,-30.95,,
1146 Holbourn,9452.1,2.38,0.29,-18.02,,
1146 Holbourn,9454.2,2.44,0.35,-21.71,,
1146 Holbourn,9456.4,2.36,0.27,-16.79,,
1146 Holbourn,9458.5,2.38,0.29,-18.02,,
1146 Holbourn,9460.6,2.36,0.27,-16.79,,
1146 Holbourn,9462.7,2.51,0.42,-26.02,,
1146 Holbourn,9464.9,2.38,0.29,-18.02,,
1146 Holbourn,9467,2.47,0.38,-23.56,,
1146 Holbourn,9469.1,2.26,0.17,-10.64,,
1146 Holbourn,9471.2,2.26,0.17,-10.64,,
1146 Holbourn,9473.3,2.21,0.12,-7.56,,
1146 Holbourn,9475.5,2.22,0.13,-8.18,,
1146 Holbourn,9477.6,2.29,0.2,-12.48,,
1146 Holbourn,9479.7,2.15,0.06,-3.87,,
1146 Holbourn,9481.8,2.26,0.17,-10.64,,
1146 Holbourn,9484,2.28,0.19,-11.87,,
1146 Holbourn,9486.1,2.08,-0.01,0.44,,
1146 Holbourn,9488.2,2.43,0.34,-21.1,,
1146 Holbourn,9490.3,2.39,0.3,-18.64,,
1146 Holbourn,9492.5,2.52,0.43,-26.64,,
1146 Holbourn,9496.7,2.44,0.35,-21.71,,
1146 Holbourn,9498.8,2.52,0.43,-26.64,,
1146 Holbourn,9500.9,2.38,0.29,-18.03,,
1146 Holbourn,9503.1,2.44,0.35,-21.73,,
1146 Holbourn,9505.2,2.4,0.31,-19.28,,
1146 Holbourn,9507.3,2.34,0.25,-15.6,,
1146 Holbourn,9509.4,2.31,0.22,-13.76,,
1146 Holbourn,9511.6,2.37,0.28,-17.47,,
1146 Holbourn,9513.7,2.15,0.06,-3.94,,
