Core,Age,Oxygen,delW,sea_level,age_ka,sea_level_smooth
1218 Palike,30329,1.34,-0.36,22,,
1218 Palike,30333,1.74,0.04,-2.64,,
1218 Palike,30335,1.42,-0.28,17.04,,
1218 Palike,30337,1.88,0.18,-11.28,,
1218 Palike,30341,1.89,0.19,-11.92,,
1218 Palike,30345,1.89,0.19,-11.95,,
1218 Palike,30350,2.01,0.31,-19.36,,
1218 Palike,30354,1.77,0.08,-4.62,,
1218 Palike,30358,1.59,-0.1,6.43,,
1218 Palike,30362,2.04,0.35,-21.29,,
1218 Palike,30366,1.5,-0.19,11.92,,
1218 Palike,30370,1.51,-0.18,11.28,,
1218 Palike,30374,1.77,0.08,-4.75,,
1218 Palike,30376,1.59,-0.1,6.31,,
1218 Palike,30378,1.82,0.12,-7.54,,
1218 Palike,30382,1.83,0.14,-8.49,,
1218 Palike,30386,1.65,-0.04,2.56,,
1218 Palike,30390,1.88,0.19,-11.62,,
1218 Palike,30394,1.77,0.08,-4.88,,
1218 Palike,30398,1.64,-0.05,3.1,,
1218 Palike,30403,1.7,0.01,-0.61,,
1218 Palike,30407,1.64,-0.05,3.08,,
1218 Palike,30411,1.59,-0.1,6.16,,
1218 Palike,30415,1.59,-0.1,6.16,,
1218 Palike,30416,1.68,-0.01,0.62,,
1218 Palike,30419,1.75,0.06,-3.69,,
1218 Palike,30423,1.8,0.11,-6.76,,
1218 Palike,30427,1.97,0.28,-17.23,,
1218 Palike,30431,1.56,-0.13,8.01,,
1218 Palike,30435,1.58,-0.11,6.77,,
1218 Palike,30439,1.75,0.06,-3.69,,
1218 Palike,30443,1.42,-0.27,16.62,,
1218 Palike,30448,1.64,-0.05,3.08,,
1218 Palike,30452,1.32,-0.37,22.77,,
1218 Palike,30457,1.82,0.13,-7.99,,
1218 Palike,30459,1.69,0,0.01,,
1218 Palike,30462,1.65,-0.04,2.47,,
1218 Palike,30466,1.66,-0.03,1.85,,
1218 Palike,30471,1.68,-0.01,0.62,,
1218 Palike,30476,2.11,0.42,-25.84,,
1218 Palike,30480,1.75,0.06,-3.69,,
1218 Palike,30485,1.92,0.23,-14.15,,
1218 Palike,30487,1.91,0.22,-13.53,,
1218 Palike,30490,1.4,-0.29,17.85,,
1218 Palike,30492,1.81,0.12,-7.38,,
1218 Palike,30494,1.74,0.05,-3.07,,
1218 Palike,30496,1.92,0.23,-14.15,,
1218 Palike,30498,1.65,-0.04,2.47,,
1218 Palike,30500,1.77,0.08,-4.92,,
1218 Palike,30502,1.73,0.04,-2.46,,
1218 Palike,30505,1.75,0.06,-3.69,,
1218 Palike,30510,1.68,-0.01,0.61,,
1218 Palike,30514,1.89,0.2,-12.32,,
1218 Palike,30519,1.25,-0.44,27.06,,
1218 Palike,30524,1.69,0,-0.03,,
1218 Palike,30528,1.74,0.05,-3.11,,
1218 Palike,30533,1.64,-0.05,3.04,,
1218 Palike,30538,1.57,-0.12,7.34,,
1218 Palike,30542,1.41,-0.28,17.18,,
1218 Palike,30547,1.37,-0.32,19.64,,
1218 Palike,30552,1.29,-0.4,24.55,,
1218 Palike,30556,1.72,0.03,-1.91,,
1218 Palike,30561,1.4,-0.29,17.77,,
1218 Palike,30565,1.58,-0.11,6.69,,
1218 Palike,30570,1.55,-0.14,8.53,,
1218 Palike,30575,1.68,-0.01,0.52,,
1218 Palike,30579,1.89,0.2,-12.4,,
1218 Palike,30584,1.58,-0.11,6.67,,
1218 Palike,30589,1.64,-0.05,2.97,,
1218 Palike,30593,1.81,0.12,-7.5,,
1218 Palike,30598,1.8,0.11,-6.89,,
1218 Palike,30599,1.76,0.07,-4.43,,
1218 Palike,30602,1.83,0.14,-8.75,,
1218 Palike,30607,1.44,-0.25,15.22,,
1218 Palike,30612,1.5,-0.19,11.49,,
1218 Palike,30616,1.79,0.1,-6.38,,
1218 Palike,30621,1.45,-0.24,14.51,,
1218 Palike,30626,1.29,-0.4,24.32,,
1218 Palike,30630,1.48,-0.2,12.61,,
1218 Palike,30635,1.58,-0.1,6.42,,
1218 Palike,30640,1.39,-0.29,18.08,,
1218 Palike,30644,1.01,-0.67,41.44,,
1218 Palike,30649,1.28,-0.4,24.79,,
1218 Palike,30653,1.48,-0.2,12.46,,
1218 Palike,30658,1.48,-0.2,12.42,,
1218 Palike,30663,1.73,0.05,-2.99,,
1218 Palike,30667,1.81,0.13,-7.94,,
1218 Palike,30672,1.59,-0.09,5.56,,
1218 Palike,30677,1.75,0.07,-4.31,,
1218 Palike,30681,2,0.32,-19.72,,
1218 Palike,30686,1.74,0.06,-3.76,,
1218 Palike,30690,1.58,-0.1,6.06,,
1218 Palike,30695,1.3,-0.38,23.26,,
1218 Palike,30700,1.73,0.05,-3.23,,
1218 Palike,30704,1.46,-0.22,13.35,,
1218 Palike,30709,1.48,-0.2,12.07,,
1218 Palike,30714,1.53,-0.15,8.95,,
1218 Palike,30718,1.66,-0.01,0.91,,
1218 Palike,30723,1.76,0.09,-5.29,,
1218 Palike,30728,1.63,-0.04,2.67,,
1218 Palike,30732,1.75,0.08,-4.75,,
1218 Palike,30737,1.86,0.19,-11.57,,
1218 Palike,30741,1.72,0.05,-2.99,,
1218 Palike,30746,1.73,0.06,-3.65,,
1218 Palike,30751,1.65,-0.02,1.23,,
1218 Palike,30755,1.88,0.21,-12.96,,
1218 Palike,30760,1.56,-0.11,6.69,,
1218 Palike,30765,1.67,0,-0.13,,
1218 Palike,30769,1.68,0.01,-0.78,,
1218 Palike,30774,1.59,-0.08,4.71,,
1218 Palike,30778,1.56,-0.11,6.52,,
1218 Palike,30783,1.53,-0.14,8.32,,
1218 Palike,30788,1.66,0,0.28,,
1218 Palike,30792,1.98,0.32,-19.45,,
1218 Palike,30797,1.86,0.2,-12.11,,
1218 Palike,30802,1.53,-0.13,8.15,,
1218 Palike,30806,1.35,-0.31,19.19,,
1218 Palike,30811,1.85,0.19,-11.62,,
1218 Palike,30816,1.43,-0.23,14.18,,
1218 Palike,30820,1.73,0.07,-4.32,,
1218 Palike,30834,1.49,-0.17,10.32,,
1218 Palike,30839,1.46,-0.2,12.13,,
1218 Palike,30843,1.6,-0.06,3.47,,
1218 Palike,30848,1.39,-0.27,16.35,,
1218 Palike,30853,1.5,-0.15,9.54,,
1218 Palike,30857,1.85,0.2,-12.04,,
1218 Palike,30862,1.56,-0.09,5.76,,
1218 Palike,30866,1.86,0.21,-12.73,,
1218 Palike,30869,1.41,-0.24,14.93,,
1218 Palike,30871,1.63,-0.02,1.37,,
1218 Palike,30876,1.77,0.12,-7.29,,
1218 Palike,30880,1.78,0.13,-7.94,,
1218 Palike,30885,1.87,0.22,-13.52,,
1218 Palike,30890,1.48,-0.17,10.43,,
1218 Palike,30894,1.91,0.26,-16.06,,
1218 Palike,30899,1.86,0.21,-13.03,,
1218 Palike,30903,2.03,0.38,-23.52,,
1218 Palike,30908,1.62,-0.03,1.68,,
1218 Palike,30913,2.19,0.54,-33.43,,
1218 Palike,30916,1.59,-0.06,3.47,,
1218 Palike,30917,1.9,0.25,-15.61,,
1218 Palike,30920,1.6,-0.05,2.83,,
1218 Palike,30925,1.72,0.07,-4.59,,
1218 Palike,30929,1.78,0.13,-8.31,,
1218 Palike,30933,1.81,0.17,-10.18,,
1218 Palike,30934,1.8,0.16,-9.57,,
1218 Palike,30939,1.86,0.22,-13.29,,
1218 Palike,30940,1.86,0.22,-13.3,,
1218 Palike,30941,1.86,0.22,-13.31,,
1218 Palike,30944,1.72,0.08,-4.71,,
1218 Palike,30948,1.81,0.17,-10.28,,
1218 Palike,30950,1.88,0.24,-14.6,,
1218 Palike,30954,1.66,0.02,-1.08,,
1218 Palike,30956,1.93,0.29,-17.71,,
1218 Palike,30960,1.77,0.13,-7.89,,
1218 Palike,30964,1.7,0.06,-3.61,,
1218 Palike,30967,1.68,0.04,-2.4,,
1218 Palike,30969,1.44,-0.2,12.36,,
1218 Palike,30971,1.63,-0.01,0.65,,
1218 Palike,30974,1.7,0.06,-3.67,,
1218 Palike,30978,1.54,-0.1,6.15,,
1218 Palike,30982,1.41,-0.23,14.12,,
1218 Palike,30983,1.41,-0.23,14.11,,
1218 Palike,30986,1.69,0.05,-3.14,,
1218 Palike,30989,1.81,0.17,-10.54,,
1218 Palike,30998,1.78,0.14,-8.75,,
1218 Palike,30999,2.37,0.73,-45.07,,
1218 Palike,31001,1.57,-0.07,4.15,,
1218 Palike,31004,1.6,-0.04,2.28,,
1218 Palike,31008,1.56,-0.08,4.71,,
1218 Palike,31013,1.63,-0.01,0.36,,
1218 Palike,31017,1.72,0.08,-5.2,,
1218 Palike,31020,1.57,-0.07,4,,
1218 Palike,31023,1.57,-0.06,3.98,,
1218 Palike,31027,1.66,0.03,-1.59,,
1218 Palike,31031,1.52,-0.11,6.99,,
1218 Palike,31035,1.6,-0.03,2.04,,
1218 Palike,31038,1.4,-0.23,14.32,,
1218 Palike,31041,1.37,-0.26,16.15,,
1218 Palike,31046,1.34,-0.29,17.95,,
1218 Palike,31050,1.69,0.06,-3.61,,
1218 Palike,31053,1.52,-0.11,6.82,,
1218 Palike,31057,1.7,0.07,-4.28,,
1218 Palike,31060,1.71,0.08,-4.92,,
1218 Palike,31065,1.57,-0.06,3.65,,
1218 Palike,31069,1.42,-0.21,12.85,,
1218 Palike,31072,1.32,-0.31,18.98,,
1218 Palike,31075,1.38,-0.25,15.58,,
1218 Palike,31079,1.37,-0.26,15.85,,
1218 Palike,31084,1.33,-0.3,18.28,,
1218 Palike,31087,1.69,0.06,-3.9,,
1218 Palike,31090,1.3,-0.33,20.07,,
1218 Palike,31094,1.48,-0.15,8.97,,
1218 Palike,31095,1.48,-0.15,8.96,,
1218 Palike,31098,1.5,-0.13,7.71,,
1218 Palike,31103,1.53,-0.09,5.8,,
1218 Palike,31106,1.4,-0.22,13.76,,
1218 Palike,31109,1.45,-0.17,10.64,,
1218 Palike,31113,1.62,0,0.12,,
1218 Palike,31117,1.58,-0.04,2.52,,
1218 Palike,31121,1.69,0.07,-4.3,,
1218 Palike,31125,1.67,0.05,-3.13,,
1218 Palike,31128,1.6,-0.02,1.14,,
1218 Palike,31132,1.46,-0.16,9.7,,
1218 Palike,31136,1.6,-0.02,1.02,,
1218 Palike,31140,1.42,-0.2,12.04,,
1218 Palike,31144,1.38,-0.23,14.45,,
1218 Palike,31147,1.52,-0.09,5.79,,
1218 Palike,31152,1.37,-0.24,14.95,,
1218 Palike,31156,1.47,-0.14,8.74,,
1218 Palike,31160,1.38,-0.23,14.22,,
1218 Palike,31164,1.67,0.06,-3.68,,
1218 Palike,31167,1.5,-0.11,6.74,,
1218 Palike,31171,1.54,-0.07,4.22,,
1218 Palike,31175,1.54,-0.07,4.16,,
1218 Palike,31179,1.52,-0.09,5.34,,
1218 Palike,31183,1.45,-0.16,9.59,,
1218 Palike,31186,1.48,-0.13,7.7,,
1218 Palike,31190,1.69,0.09,-5.28,,
1218 Palike,31194,1.84,0.24,-14.57,,
1218 Palike,31198,1.63,0.03,-1.7,,
1218 Palike,31201,1.5,-0.1,6.24,,
1218 Palike,31205,1.48,-0.12,7.38,,
1218 Palike,31209,1.62,0.02,-1.33,,
1218 Palike,31213,1.56,-0.04,2.27,,
1218 Palike,31216,1.77,0.17,-10.72,,
1218 Palike,31220,1.83,0.24,-14.51,,
1218 Palike,31224,1.59,0,0.17,,
1218 Palike,31228,1.63,0.04,-2.38,,
1218 Palike,31232,1.5,-0.09,5.52,,
1218 Palike,31235,1.32,-0.27,16.53,,
1218 Palike,31239,1.38,-0.21,12.74,,
1218 Palike,31243,1.53,-0.06,3.42,,
1218 Palike,31247,1.77,0.19,-11.44,,
1218 Palike,31250,1.62,0.04,-2.28,,
1218 Palike,31254,1.62,0.04,-2.37,,
1218 Palike,31258,1.5,-0.08,4.92,,
1218 Palike,31262,1.65,0.07,-4.41,,
1218 Palike,31263,1.83,0.25,-15.51,,
1218 Palike,31267,1.69,0.11,-6.98,,
1218 Palike,31271,1.85,0.28,-16.92,,
1218 Palike,31275,1.87,0.3,-18.25,,
1218 Palike,31278,1.68,0.11,-6.62,,
1218 Palike,31282,1.74,0.17,-10.41,,
1218 Palike,31286,1.59,0.02,-1.27,,
1218 Palike,31290,1.6,0.03,-1.98,,
1218 Palike,31293,1.72,0.15,-9.44,,
1218 Palike,31297,1.72,0.15,-9.53,,
1218 Palike,31301,1.72,0.16,-9.63,,
1218 Palike,31305,1.62,0.06,-3.61,,
1218 Palike,31308,1.66,0.1,-6.16,,
1218 Palike,31312,1.64,0.08,-5.06,,
1218 Palike,31316,1.49,-0.07,4.04,,
1218 Palike,31319,1.61,0.06,-3.44,,
1218 Palike,31322,1.55,0,0.15,,
1218 Palike,31325,1.46,-0.09,5.59,,
1218 Palike,31328,1.34,-0.21,12.88,,
1218 Palike,31331,1.33,-0.22,13.4,,
1218 Palike,31334,1.44,-0.11,6.53,,
1218 Palike,31337,1.11,-0.43,26.74,,
1218 Palike,31340,1.24,-0.3,18.65,,
1218 Palike,31342,1.29,-0.25,15.51,,
1218 Palike,31345,1.33,-0.21,12.95,,
1218 Palike,31348,1.45,-0.09,5.47,,
1218 Palike,31351,1.43,-0.11,6.6,,
1218 Palike,31354,1.36,-0.18,10.81,,
1218 Palike,31357,1.66,0.13,-7.75,,
1218 Palike,31360,1.46,-0.07,4.46,,
1218 Palike,31363,1.58,0.05,-3.02,,
1218 Palike,31366,1.35,-0.18,11.04,,
1218 Palike,31369,1.32,-0.21,12.79,,
1218 Palike,31372,1.63,0.1,-6.39,,
1218 Palike,31375,1.54,0.02,-0.95,,
1218 Palike,31378,1.7,0.18,-10.89,,
1218 Palike,31381,1.74,0.22,-13.45,,
1218 Palike,31384,1.75,0.23,-14.16,,
1218 Palike,31387,1.73,0.21,-13.03,,
1218 Palike,31390,1.62,0.1,-6.35,,
1218 Palike,31392,1.55,0.03,-2.11,,
1218 Palike,31395,1.52,0.01,-0.36,,
1218 Palike,31398,1.56,0.05,-2.92,,
1218 Palike,31401,1.33,-0.18,11.14,,
1218 Palike,31404,1.52,0.01,-0.65,,
1218 Palike,31407,1.36,-0.15,9.1,,
1218 Palike,31410,1.46,-0.05,2.85,,
1218 Palike,31411,1.56,0.05,-3.34,,
1218 Palike,31413,1.29,-0.21,13.21,,
1218 Palike,31416,1.49,-0.01,0.81,,
1218 Palike,31417,1.3,-0.2,12.47,,
1218 Palike,31419,1.43,-0.07,4.4,,
1218 Palike,31420,1.34,-0.16,9.91,,
1218 Palike,31422,1.63,0.13,-7.69,,
1218 Palike,31423,1.42,-0.08,4.89,,
1218 Palike,31425,1.28,-0.22,13.44,,
1218 Palike,31426,1.43,-0.07,4.18,,
1218 Palike,31428,1.43,-0.07,4.11,,
1218 Palike,31429,1.39,-0.11,6.54,,
1218 Palike,31431,1.29,-0.21,12.63,,
1218 Palike,31432,1.62,0.13,-7.71,,
1218 Palike,31434,1.24,-0.25,15.61,,
1218 Palike,31435,1.5,0.01,-0.42,,
1218 Palike,31437,1.22,-0.27,16.74,,
1218 Palike,31438,1.36,-0.13,8.1,,
1218 Palike,31440,1.48,-0.01,0.65,,
1218 Palike,31442,1.33,-0.16,9.81,,
1218 Palike,31445,1.28,-0.21,12.79,,
1218 Palike,31448,1.27,-0.22,13.31,,
1218 Palike,31451,1.22,-0.26,16.29,,
1218 Palike,31454,1.41,-0.07,4.5,,
1218 Palike,31457,1.27,-0.21,13.02,,
1218 Palike,31460,1.41,-0.07,4.31,,
1218 Palike,31462,1.43,-0.05,3.01,,
1218 Palike,31465,1.21,-0.27,16.45,,
1218 Palike,31467,1.5,0.02,-1.46,,
1218 Palike,31468,1.54,0.06,-3.95,,
1218 Palike,31471,1.29,-0.18,11.34,,
1218 Palike,31474,1.35,-0.12,7.55,,
1218 Palike,31477,1.39,-0.08,4.99,,
1218 Palike,31480,1.36,-0.11,6.74,,
1218 Palike,31483,1.29,-0.18,10.95,,
1218 Palike,31486,1.3,-0.17,10.24,,
1218 Palike,31489,1.38,-0.08,5.22,,
1218 Palike,31492,1.54,0.08,-4.73,,
1218 Palike,31495,1.59,0.13,-7.9,,
1218 Palike,31498,1.66,0.2,-12.31,,
1218 Palike,31501,1.54,0.08,-5.01,,
1218 Palike,31504,1.57,0.11,-6.93,,
1218 Palike,31507,1.64,0.18,-11.32,,
1218 Palike,31509,1.47,0.01,-0.91,,
1218 Palike,31512,1.42,-0.03,2.09,,
1218 Palike,31515,1.33,-0.12,7.55,,
1218 Palike,31518,1.5,0.05,-2.99,,
1218 Palike,31521,1.38,-0.07,4.32,,
1218 Palike,31524,1.41,-0.04,2.39,,
1218 Palike,31527,1.52,0.07,-4.45,,
1218 Palike,31530,1.2,-0.25,15.16,,
1218 Palike,31533,1.56,0.11,-7.07,,
1218 Palike,31536,1.6,0.16,-9.61,,
1218 Palike,31539,1.61,0.17,-10.3,,
1218 Palike,31542,1.73,0.29,-17.76,,
1218 Palike,31545,1.48,0.04,-2.46,,
1218 Palike,31548,1.27,-0.17,10.39,,
1218 Palike,31551,1.36,-0.08,4.77,,
1218 Palike,31554,1.28,-0.16,9.62,,
1218 Palike,31557,1.51,0.07,-4.61,,
1218 Palike,31559,1.57,0.14,-8.36,,
1218 Palike,31562,1.34,-0.09,5.72,,
1218 Palike,31565,1.49,0.06,-3.59,,
1218 Palike,31568,1.28,-0.15,9.26,,
1218 Palike,31571,1.55,0.12,-7.44,,
1218 Palike,31574,1.4,-0.03,1.72,,
1218 Palike,31577,1.33,-0.1,5.95,,
1218 Palike,31580,1.51,0.08,-5.21,,
1218 Palike,31583,1.54,0.12,-7.13,,
1218 Palike,31586,1.56,0.14,-8.44,,
1218 Palike,31589,1.49,0.07,-4.21,,
1218 Palike,31592,1.38,-0.04,2.48,,
1218 Palike,31595,1.56,0.14,-8.67,,
1218 Palike,31598,1.33,-0.09,5.4,,
1218 Palike,31601,1.53,0.11,-6.97,,
1218 Palike,31604,1.68,0.26,-16.24,,
1218 Palike,31607,1.74,0.32,-19.98,,
1218 Palike,31609,1.49,0.08,-4.62,,
1218 Palike,31612,1.57,0.16,-9.59,,
1218 Palike,31615,1.58,0.17,-10.25,,
1218 Palike,31618,1.57,0.16,-9.67,,
1218 Palike,31621,1.55,0.14,-8.48,,
1218 Palike,31624,1.63,0.22,-13.45,,
1218 Palike,31627,1.48,0.07,-4.26,,
1218 Palike,31630,1.55,0.14,-8.61,,
1218 Palike,31633,1.43,0.02,-1.27,,
1218 Palike,31638,1.54,0.13,-8.11,,
1218 Palike,31642,1.78,0.37,-22.94,,
1218 Palike,31647,1.75,0.34,-21.16,,
1218 Palike,31652,1.83,0.43,-26.16,,
1218 Palike,31656,1.61,0.21,-12.67,,
1218 Palike,31661,1.73,0.33,-20.13,,
1218 Palike,31666,1.8,0.4,-24.51,,
1218 Palike,31670,1.77,0.37,-22.72,,
1218 Palike,31675,1.59,0.19,-11.71,,
1218 Palike,31680,1.54,0.14,-8.71,,
1218 Palike,31684,1.54,0.14,-8.77,,
1218 Palike,31689,1.48,0.08,-5.14,,
1218 Palike,31694,1.49,0.09,-5.83,,
1218 Palike,31698,1.37,-0.02,1.5,,
1218 Palike,31703,1.54,0.15,-9.01,,
1218 Palike,31706,1.57,0.18,-10.88,,
1218 Palike,31710,1.55,0.16,-9.67,,
1218 Palike,31713,1.46,0.07,-4.15,,
1218 Palike,31717,1.28,-0.11,6.9,,
1218 Palike,31720,1.49,0.1,-6.05,,
1218 Palike,31724,1.56,0.17,-10.38,,
1218 Palike,31727,1.46,0.07,-4.24,,
1218 Palike,31731,1.5,0.11,-6.73,,
1218 Palike,31734,1.47,0.08,-4.9,,
1218 Palike,31738,1.42,0.03,-1.85,,
1218 Palike,31741,1.51,0.12,-7.41,,
1218 Palike,31745,1.64,0.25,-15.44,,
1218 Palike,31748,1.39,0,-0.07,,
1218 Palike,31752,1.42,0.03,-1.94,,
1218 Palike,31755,1.55,0.16,-9.96,,
1218 Palike,31759,1.62,0.23,-14.3,,
1218 Palike,31762,1.56,0.17,-10.62,,
1218 Palike,31766,1.53,0.14,-8.8,,
1218 Palike,31769,1.57,0.18,-11.29,,
1218 Palike,31771,1.42,0.03,-2.07,,
1218 Palike,31773,1.51,0.12,-7.62,,
1218 Palike,31773,1.51,0.12,-7.62,,
1218 Palike,31776,1.71,0.32,-19.95,,
1218 Palike,31777,1.58,0.19,-11.95,,
1218 Palike,31780,1.41,0.02,-1.51,,
1218 Palike,31783,1.53,0.14,-8.61,,
1218 Palike,31786,1.38,0,0.3,,
1218 Palike,31787,1.67,0.29,-17.56,,
1218 Palike,31788,1.34,-0.04,2.75,,
1218 Palike,31790,1.69,0.31,-18.81,,
1218 Palike,31794,1.75,0.37,-22.52,,
1218 Palike,31797,1.83,0.45,-27.47,,
1218 Palike,31801,1.61,0.23,-13.95,,
1218 Palike,31804,1.54,0.16,-9.63,,
1218 Palike,31808,1.54,0.16,-9.63,,
1218 Palike,31811,1.51,0.13,-7.78,,
1218 Palike,31815,1.54,0.16,-9.62,,
1218 Palike,31818,1.44,0.06,-3.46,,
1218 Palike,31822,1.6,0.22,-13.3,,
1218 Palike,31825,1.42,0.04,-2.22,,
1218 Palike,31829,1.39,0.01,-0.37,,
1218 Palike,31832,1.2,-0.18,11.33,,
1218 Palike,31836,1.38,0,0.25,,
1218 Palike,31839,1.56,0.18,-10.82,,
1218 Palike,31842,1.58,0.2,-12.05,,
1218 Palike,31845,1.61,0.23,-13.89,,
1218 Palike,31848,1.43,0.05,-2.81,,
1218 Palike,31851,1.6,0.22,-13.27,,
1218 Palike,31854,1.58,0.2,-12.03,,
1218 Palike,31858,1.35,-0.03,2.13,,
1218 Palike,31861,1.04,-0.34,21.21,,
1218 Palike,31864,1.48,0.1,-5.86,,
1218 Palike,31867,1.4,0.02,-0.94,,
1218 Palike,31870,1.36,-0.02,1.53,,
1218 Palike,31873,1.38,0,0.3,,
1218 Palike,31876,1.51,0.13,-7.69,,
1218 Palike,31880,1.41,0.02,-1.54,,
1218 Palike,31883,1.69,0.3,-18.76,,
1218 Palike,31886,1.62,0.23,-14.45,,
1218 Palike,31889,1.67,0.28,-17.52,,
1218 Palike,31892,1.81,0.42,-26.14,,
1218 Palike,31895,1.75,0.36,-22.44,,
1218 Palike,31902,1.46,0.07,-4.57,,
1218 Palike,31905,1.37,-0.02,1,,
1218 Palike,31908,1.39,0,-0.2,,
1218 Palike,31910,1.39,0,-0.18,,
1218 Palike,31913,1.48,0.09,-5.68,,
1218 Palike,31915,1.57,0.18,-11.2,,
1218 Palike,31918,1.79,0.4,-24.71,,
1218 Palike,31920,1.65,0.26,-16.07,,
1218 Palike,31923,1.68,0.29,-17.89,,
1218 Palike,31925,1.55,0.16,-9.87,,
1218 Palike,31928,1.61,0.22,-13.53,,
1218 Palike,31931,1.48,0.09,-5.5,,
1218 Palike,31933,1.56,0.17,-10.4,,
1218 Palike,31936,1.4,0.01,-0.52,,
1218 Palike,31938,1.54,0.15,-9.12,,
1218 Palike,31941,1.43,0.04,-2.32,,
1218 Palike,31943,1.38,-0.01,0.78,,
1218 Palike,31946,1.28,-0.11,6.97,,
1218 Palike,31949,1.39,0,0.23,,
1218 Palike,31953,1.39,0,0.27,,
1218 Palike,31956,1.54,0.15,-8.93,,
1218 Palike,31960,1.46,0.06,-3.97,,
1218 Palike,31964,1.64,0.24,-15,,
1218 Palike,31967,1.4,0,-0.2,,
1218 Palike,31968,1.51,0.11,-6.96,,
1218 Palike,31971,1.3,-0.1,5.99,,
1218 Palike,31972,1.5,0.1,-6.3,,
1218 Palike,31974,1.49,0.09,-5.67,,
1218 Palike,31977,1.49,0.09,-5.64,,
1218 Palike,31978,1.41,0.01,-0.7,,
1218 Palike,31982,1.25,-0.15,9.18,,
1218 Palike,31990,1.35,-0.05,3.11,,
1218 Palike,31994,1.42,0.02,-1.15,,
1218 Palike,31998,1.47,0.07,-4.19,,
1218 Palike,32002,1.42,0.02,-1.06,,
1218 Palike,32006,1.59,0.19,-11.46,,
1218 Palike,32010,1.6,0.2,-12.01,,
1218 Palike,32014,1.47,0.06,-3.95,,
1218 Palike,32018,1.28,-0.13,7.8,,
1218 Palike,32022,1.43,0.02,-1.37,,
1218 Palike,32026,1.37,-0.04,2.39,,
1218 Palike,32030,1.43,0.02,-1.24,,
1218 Palike,32034,1.22,-0.19,11.74,,
1218 Palike,32038,1.42,0.01,-0.5,,
1218 Palike,32042,1.3,-0.11,6.95,,
1218 Palike,32047,1.21,-0.2,12.56,,
1218 Palike,32051,1.24,-0.18,10.78,,
1218 Palike,32055,1.21,-0.21,12.69,,
1218 Palike,32059,1.43,0.01,-0.79,,
1218 Palike,32063,1.3,-0.12,7.27,,
1218 Palike,32067,1.55,0.13,-8.05,,
1218 Palike,32071,1.27,-0.15,9.24,,
1218 Palike,32075,1.14,-0.28,17.3,,
1218 Palike,32079,1.22,-0.2,12.44,,
1218 Palike,32084,1.4,-0.02,1.44,,
1218 Palike,32088,1.28,-0.14,8.89,,
1218 Palike,32092,1.56,0.13,-8.28,,
1218 Palike,32097,1.35,-0.08,4.72,,
1218 Palike,32100,1.5,0.07,-4.46,,
1218 Palike,32101,1.43,0,-0.14,,
1218 Palike,32105,1.39,-0.04,2.39,,
1218 Palike,32110,1.5,0.07,-4.29,,
1218 Palike,32114,1.42,-0.01,0.7,,
1218 Palike,32118,1.57,0.14,-8.47,,
1218 Palike,32123,1.6,0.17,-10.23,,
1218 Palike,32127,1.51,0.08,-4.62,,
1218 Palike,32131,1.6,0.16,-10.1,,
1218 Palike,32136,1.35,-0.09,5.37,,
1218 Palike,32140,1.22,-0.22,13.44,,
1218 Palike,32144,1.32,-0.12,7.35,,
1218 Palike,32148,1.57,0.13,-7.96,,
1218 Palike,32152,1.59,0.15,-9.13,,
1218 Palike,32156,1.31,-0.13,8.17,,
1218 Palike,32160,1.65,0.21,-12.69,,
1218 Palike,32165,1.46,0.01,-0.91,,
1218 Palike,32169,1.53,0.08,-5.15,,
1218 Palike,32173,1.46,0.01,-0.77,,
1218 Palike,32177,1.38,-0.07,4.22,,
1218 Palike,32181,1.35,-0.1,6.13,,
1218 Palike,32185,1.5,0.05,-3.03,,
1218 Palike,32189,1.11,-0.34,21.03,,
1218 Palike,32192,1.28,-0.17,10.62,,
1218 Palike,32194,1.18,-0.27,16.81,,
1218 Palike,32197,1.25,-0.2,12.55,,
1218 Palike,32200,1.19,-0.26,16.29,,
1218 Palike,32203,1.43,-0.03,1.57,,
1218 Palike,32206,1.54,0.08,-5.15,,
1218 Palike,32208,1.5,0.04,-2.66,,
1218 Palike,32211,1.19,-0.27,16.47,,
1218 Palike,32215,1.42,-0.04,2.37,,
1218 Palike,32219,1.38,-0.08,4.9,,
1218 Palike,32223,1.54,0.08,-4.89,,
1218 Palike,32227,1.34,-0.12,7.48,,
1218 Palike,32231,1.44,-0.02,1.39,,
1218 Palike,32235,1.42,-0.04,2.68,,
1218 Palike,32238,1.64,0.18,-10.81,,
1218 Palike,32245,1.89,0.42,-26.08,,
1218 Palike,32249,1.74,0.27,-16.79,,
1218 Palike,32253,1.59,0.12,-7.5,,
1218 Palike,32261,1.47,0,0.01,,
1218 Palike,32266,1.36,-0.11,6.86,,
1218 Palike,32270,1.73,0.26,-15.85,,
1218 Palike,32273,1.38,-0.09,5.73,,
1218 Palike,32277,1.63,0.16,-9.59,,
1218 Palike,32281,1.62,0.14,-8.91,,
1218 Palike,32285,1.57,0.09,-5.77,,
1218 Palike,32289,1.73,0.25,-15.56,,
1218 Palike,32293,1.56,0.08,-5.03,,
1218 Palike,32298,1.72,0.24,-14.8,,
1218 Palike,32302,1.57,0.09,-5.52,,
1218 Palike,32306,1.31,-0.17,10.52,,
1218 Palike,32310,1.21,-0.27,16.72,,
